,Date,Ticker,Client,Amount,Issue,Specific_Issue
317,2022-08-01,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",700000.0,"Labor Issues/Antitrust/Workplace 
 Trade (domestic/foreign) 
 Automotive Industry 
 Taxation/Internal Revenue Code 
 Financial Institutions/Investments/Securities 
 Retirement 
 Insurance","No Bill Number: Issues related to diversity and inclusion 
 No Bill Number: Issues related to trade agreements and trade policy No Bill Number: Issues concerning international trade 
 No Bill Number: Issues related to autonomous vehicles 
 No Bill Number: Issues related to the Global Intangible Low-Taxed Income (GILTI) H.R. 5376: Build Back Better Act - issues related to corporate domestic tax policy 
 H.R. 4865: Registration for Index Linked Annuities Act No Bill Number: Issues related to LIBOR 
 H.R. 2954: Securing a Strong Retirement Act S. 1770: Retirement Security and Savings Act S. 1870 / H.R. 7146: Enhancing Emergency and Retirement Savings Act S. 4353: Retirement Improvement and Savings Enhancement to Supplement Healthy Investments for the Nest Egg (RISE & SHINE) Act S. ___: Enhancing American Retirement Now (EARN) Act No Bill Number: Issues related to retirement security 
 No Bill Number: Issues related to cyber insurance No Bill Number: Issues related to general insurance coverage and liability No Bill Number: Issues related to pandemic insurance No Bill Number: Issues related to insurance regulation No Bill Number: Issues related to staff counsel reimbursement under NDAA No Bill Number: Issues related to climate change and sustainability No Bill Number: Issues related to marijuana No Bill Number: Issues related to infrastructure"
318,2022-07-30,RTX,RAYTHEON TECHNOLOGIES CORPORATION & AFFILIATES (FKA UNITED TECHNOLOGIES CORP),50000.0,Defense,H.R.7900 National Defense Authorization Act for Fiscal Year 2023 (House Version) S. XXXX James M. Inhofe National Defense Authorization Act for Fiscal Year 2023 (Senate Version) H.R. 8236 Fiscal Year Department of Defense Appropriations Act (House Report 117-388) Pending action by the Senate Appropriations Defense Subcommittee on the Fiscal Year 2023 President's Budget Request Fiscal Year 2022 Ukraine Supplemental and associated Presidential Drawdowns
319,2022-07-30,HII,HUNTINGTON INGALLS INDUSTRIES INCORPORATED,21000.0,"Budget/Appropriations 
 Defense","Navy aircraft carrier and amphibious ship funding 
 Navy aircraft carrier program; Navy shipbuilding budget"
320,2022-07-29,ZVO,ZOVIO,0.0,Education,Higher Education Reauthorization Bill
321,2022-07-29,ZVO,ZOVIO,0.0,Education,Higher Education Reauthorization Bill
322,2022-07-29,LASR,ENLIGHTENMENT CAPITAL,25000.0,Labor Issues/Antitrust/Workplace,Antitrust issues related to proposed EverWatch transaction.
323,2022-07-29,EXPR,EXPRESS EMPLOYMENT PROFESSIONALS F/K/A EXPRESS PERSONNEL SERVICES,0.0,Small Business,PRO Act
324,2022-07-29,NPO,ENPRO INDUSTRIES,30000.0,Manufacturing,Supply chain domestication.
325,2022-07-28,LASR,ENLIGHTENMENT CAPITAL,0.0,Labor Issues/Antitrust/Workplace,Antitrust issues related to proposed EverWatch Corp. transaction.
326,2022-07-28,RMD,RESMED CORP.,180000.0,Health Issues,Efforts to address product shortages in medical devices and supply chain issues.
327,2022-07-28,RMD,RESMED CORP.,180000.0,Health Issues,Efforts to address product shortages in medical devices and supply chain issues.
328,2022-07-28,KFRC,NATIONAL ASSOCIATION OF WORKFORCE BOARDS,0.0,"Labor Issues/Antitrust/Workplace 
 Budget/Appropriations","WIOA Reauthorization, Apprenticeship legislation, Wagner-Peyser Regulations 
 FY22 funding for WIOA on Budget Appropriations"
329,2022-07-28,HOLX,AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC.(FKA AMERICAN PSYCHOLOGICAL ASSN,260000.0,"Veterans 
 Science/Technology 
 Medicare/Medicaid 
 Law Enforcement/Crime/Criminal Justice 
 Immigration 
 Health Issues 
 Environment/Superfund 
 Education 
 Communications/Broadcasting/Radio/TV 
 Civil Rights/Civil Liberties 
 Budget/Appropriations","S. 2386 / H.R. 4575: Veteran Peer Specialist Act H.R. 912 American Indian and Alaska Native Veterans Mental Health Act S.3293 - Post-9/11 Veterans Mental Health Care Improvement Act HR 6273 - VA Zero Suicide Demonstration Project Act of 2021 H.R. 6411 STRONG Veterans Act of 2022 H.R.4673 / H.Res.860 Ensuring Veterans Smooth Transition Act or the EVEST Act 
 S.1260: Endless Frontier Act/US Innovation and Competition Act H.R. 2225: NSF for the Future Act H.R. 3467: Improving Data Collection for Adverse Childhood Experiences Act Draft Legislation to establish a program to research, develop, and implement employer-supported services and resources for workplace mental health, well-being, and substance use disorders (Rep. Underwood) 
 Draft Legislation - IMD Medicaid (Napolitano) S. 586: NO PAIN Act H.R. 1551/S 584: Nutrition Counseling Aiding Recover for Eating Disorders Act H.R. 3450/S. 1727: Medicaid Bump Act H.R. 3447: Permanency for Audio Only Telehealth Act H.R. 4058: Telemental Health Care Access Act S. 2061: Telemental Health Care Access Act S. 2069: Excellence in Mental Health and Addiction Treatment Act H.R. 1738/S. 646: Stabilize Medicaid and CHIP Coverage Act S.285: Medicaid Reentry Act S.340: TREATS Act H.R. 1577/S. 596: Treat and Reduce Obesity Act H.R. 314: Medicare Sequester COVID Moratorium Act H.R 1868: To prevent across the board direct spending cuts S. 1512/H.R. 2903: CONNECT for Health Act H.R. 4480: Telehealth Coverage and Payment Parity Act S. 1798/H.R. 1398: TIKES Act H.R. 5674 / S. 3061: Medicare Mental Health Inpatient Equity Act H.R. 2503 Social Determinants Accelerator Act of 2021 Medicaid/Medicare/Private Insurance provisions in the Build Back Better Act S. 610, Public Law 117-71: Protecting Medicare and American Farmers from Sequester Cuts Act H.R. 4406 Supporting Medicaid in the U.S. Territories Act H.R. 341 Ensuring Telemental Health Expansion Act of 2021 H.R. 6698 Stop Unfair Medicaid Recoveries Act H.R. 6636 / S. 2697 Due Process Continuity of Care Act HR 3173/S. 3018 Improving Seniors Access to Timely Care Act Draft bill re: Medicare reimbursement of services provided by advanced trainees 
 HR 5035 -Child Suicide Prevention and Lethal Means Safety Act of 2021 S.4003 - Law Enforcement De-Escalation Training Act HR 3071 / S.3635 -Public Safety Officer Support Act S. 2938, Bipartisan Safer Communities Act Draft Legislation Preventing Suicide Through Voluntary Firearm Purchase Delay Act 
 HR 2480, Immigrants Mental Health Act of 2021 HR 6, American Dream and Promise Act of 2021 Public Charge Credible Fear 
 H.R. 1475/S.1795 Pursuing Equity in Mental Health Act S. 660/H.R. 2264: Tele-Mental Health Improvement Act H.R. 1364: Parity Enforcement Act S. 2086: The Resilience Investment, Support and Expansion (RISE) from Trauma Act S. 1927: Child Abuse Prevention and Treatment Act (CAPTA) Reauthorization of 2021 H.R 3467: Improving Data Collection for Adverse Childhood Experiences (ACEs) Act H.R. 1385: Behavioral Health Coordination and Communication Act S. 445: Mainstreaming Addiction Treatment Act S. 854: Methamphetamine Response Act S. 1457: STOP Fentanyl Act S. 1962/H.R. 3753: Parity Implementation Assistance Act Draft Global Enhancement of Mental Health and Psychosocial Support Access Act of 2021 H.R. 5218: Collaborate in an Orderly and Cohesive Manner Act S.2873 - Preventing and Addressing Trauma with Health Services (PATHS) Act Draft Reconciliation package Future Senate Finance Committee mental health legislation Future Cures 2.0 legislation from Rep. DeGette and Rep. Upton Draft Child Abuse and Neglect Data Collection and Improvement Act of 2021 Draft Legislation to award grants to 10 eligible crisis centers to provide follow-up services to individuals receiving suicide prevention and crisis intervention services (Rep. Trone) Coalition letter to state governors re: emergency temporary licensure waivers for out-of-state practitioners H.R. 5848 / S. 3149: Rural Health Equity Act Draft legislation to support reimbursement for psychology interns and residents in Medicare Draft legislation to support the reauthorization of Title VII programs H.R. 4026 Social Determinants of Health Data Analysis Act of 2021 H.R. 3894 CARING for Social Determinants Act of 2021 H.R. 3173 / S. 3018 Improving Seniors Access to Timely Care Act H.R. 7116 988 Implementation Act Draft bereavement care bill Letter to CDC re: Office of Rural Health Coalition thank-you letter to Congressional leadership and White House re: omnibus package S. 4301 Substance Use Prevention, Treatment, and Recovery Act S. 4306 Improving Access to Behavioral Health Integration Act S.4170 Mental Health Reform Reauthorization Act S.3824/H.R. 7073 Into the Light for MMH and SUD Act of 2022 H.R. 7666 Restoring Hope for Mental Health and Well-Being Act of 2022 H.R. 2955/ S. 4448 Suicide Prevention Act 
 Health impacts of climate change S. 1702 / H.R. 3271 - Climate Change Health Protection and Promotion Act H.Res. 975 - Expressing the mental health impacts of recurrent climate-related disasters on youth 
 H.R. 721/S. 1841, Mental Health Services for Students Act H.R. 3572/S. 1811, Increasing Access to Mental Health in Schools Act H.R. 3549/S. 2730, Comprehensive Mental Health in Schools Pilot Program Act S.3628, Youth Mental Health and Suicide Prevention Act H.R. 7672, Advancing Student Services in Schools Today (ASSIST) Act H.R. 7076/S. 3864, Supporting Childrens Mental Health Care Access Act H.R. 7236, Strengthen Kids' Mental Health Now Act H.R.7255/S. 4271, Garrett Lee Smith Memorial Reauthorization Act S. 4170, Mental Health Reform Reauthorization Act H.R. 4631, POST GRAD Act Senate HELP/Finance mental health package HBCU/MSI mental health workforce diversity proposal Extension of student loan payment pause Title IX NPRM Coalition response to RFI re: Rehabilitation Act Section 504 changes 
 H.R. 6083 Deceptive Experiences To Online Users Reduction Act H.R.5439/S. 2918 KIDS Act H.R. 4801 Protecting the Information of our Vulnerable Children and Youth Act S. 3663 Kids Online Safety Act S. 3608 Nudging Users to Drive Good Experiences on Social Media Act 
 H.R. 5 / S. 393 Equality Act 
 FY23 Labor, Health and Human Services, Education and Related Agencies (LHHS-ED) Appropriations legislation - HR 8256 FY23 Commerce-Justice Appropriations FY23 Defense Appropriations FY23 MilCon-VA Appropriations HR8238"
330,2022-07-27,PLAB,"GOLD STANDARD PUBLISHING LLC ON BEHALF OF PHOTRONICS, INC",0.0,Computer Industry,CHIPS Act of 2022
331,2022-07-27,CDNA,CAREDX,8000.0,Health Issues,"Outreach to Congress and the Biden admin on post-Immuno Bill activities like surprise medical billing and insurance coverage, Congressional engagement around LDT regulations"
332,2022-07-27,OLN,"WINCHESTER AMMUNITION DIVISION, OLIN CORP",0.0,Defense,Army small arms ammunition budget.
333,2022-07-27,RMD,RESMED CORP.,0.0,Health Issues,Efforts to address product shortages in medical devices and supply chain issues.
334,2022-07-27,EXAS,EXACT SCIENCES,0.0,"Medicare/Medicaid 
 Medical/Disease Research/Clinical Labs 
 Health Issues","Medicare coverage of multi-cancer early detection screening tests. Addressing barriers to colorectal cancer screening. 
 Medicare coverage of multi-cancer early detection screening tests. Addressing barriers to colorectal cancer screening. 
 Medicare coverage of multi-cancer early detection screening tests. Addressing barriers to colorectal cancer screening."
335,2022-07-27,FOLD,"AMICUS THERAPEUTICS, INC.",20000.0,"Medical/Disease Research/Clinical Labs 
 Medicare/Medicaid 
 Health Issues","Reimbursement for rare disease patient care 
 Reimbursement for rare disease patient care 
 Reimbursement for rare disease patient care"
336,2022-07-27,INTC,INTELSAT US LLC F/K/A INTELSAT CORPORATION,30000.0,Telecommunications,"General monitoring and lobbying on satellite and broadband legislation, regulation, and infrastructure support."
337,2022-07-27,MTCH,"MATCH GROUP, LLC",20000.0,Computer Industry,"General discussions and lobbying regarding privacy and other issues impacting online businesses, as well as specific lobbying and discussions related to the following bills: S. 2072 - Unsubscribe Act; S. 2710/H.R. 7030 - Open Apps Market Act [in-app payments (IAP) issues]; and H.R. 3816 - American Innovation and Choice Online Act [in-app payments (IAP) issues]."
338,2022-07-26,LUMN,"LUMEN TECHNOLOGIES, INC. (FORMERLY CENTURYLINK, INC.)",50000.0,"Taxation/Internal Revenue Code 
 Telecommunications","General lobbying on the following issue: depreciation of capital investments. 
 General lobbying on the following issues: Broadband infrastructure: Implementation of Infrastructure Investment and Jobs Act; Federal grant funding for Next Generation 911; and IT modernization. Specific lobbying on the following bills: H.R. 4521 - America COMPETES Act; H.R. 5376 -- Build Back Better Act, provisions addressing Next Generation 911 and refundable tax credits for operation and maintenance of broadband networks; H.R. 7624/S. 4117 - Spectrum Innovation Act (all provisions); H.R. 7900 - National Defense Authorization Act (supply chain security and cybersecurity incident reporting provisions); H.R. 8152 - American Data Privacy and Protection Act (all provisions); and S. 1260 - U.S. Innovation and Competition Act (supply chain security and cybersecurity incident reporting provisions)."
339,2022-07-26,T,AT&T SERVICES INC AND ITS AFFILIATES,50000.0,"Copyright/Patent/Trademark 
 Telecommunications 
 Taxation/Internal Revenue Code","Issues related to updating the DMCA, including proposals associated with site blocking. Specific lobbying on the following bill: S. 3880-SMART Copyright Act, all provisions. 
 General lobbying communications on the following issues: availability and appropriate uses of commercial wireless spectrum; integrity and security of communications networks; an appropriate regulatory framework for Internet and communications services; broadband availability and pricing; universal service; infrastructure investment and development, including pole replacement costs; data management; privacy, including issues relating to media ownership and Freedom of the Press, as well as location-based services; telecommunications supply chain security; implementation of the Nationwide Broadband Public Safety Network operated by the First Responder Network Authority; sunset of the 3G network; legislation designed to streamline broadband infrastructure deployment and permit placement of wireless tower facilities on federal property; the deployment of 5G communication services and worldwide services to enterprise customers; and spectrum policy. Lobbying on the following bills: S. 113 - BROWSER Act, all provisions; S. 120/H.R. 7132 - Safe Connections Act, all provisions; S. 592 - Broadband Reserve Fund Act, all provisions; S. 698 - Hotspots and Online Technology and Services Procurement for our Tribes and States (HOTSPOTS) Act, all provisions; S. 1472 - Improving Spectrum Coordination Act, all provisions; S. 1494 - Consumer Data Privacy and Security Act, provisions related to obligations of Internet Service Providers; S. 2407 - Cyber Incident Notification Act of 2021, all provisions; S. 3014 - Next Generation Telecommunications Act, provisions related to creation of 6G advisory council; S. 3195 - Consumer Online Privacy Rights Act, all provisions; S. 3663 - Kids Online Safety Act, all provisions; P.L. 117-2 - American Rescue Act, implementation provisions; P.L. 117-58 - Infrastructure Investment and Jobs Act, implementation provisions; H.R. 678 Preserving Home and Office Numbers in Emergencies (PHONE) Act, all provisions; H.R. 963 - Forced Arbitration Injustice Relief (FAIR) Act, provisions relating to limiting the use of pre-dispute arbitration clauses in employment contracts and consumer contracts; H.R. 1046 - Federal Broadband Deployment in Unserved Areas Act, all provisions; H.R. 1047 - Rural Broadband Permitting Efficiency Act, all provisions; H.R. 1053 - Timely Replacement Under Secure and Trusted for Early and Dependable Broadband Networks Act (TRUSTED Broadband Networks) Act, all provisions; H.R. 1056 - Wireless Broadband Competition and Efficient Deployment Act, all provisions; H.R. 1058 - Wireless Resiliency and Flexible Investment Act, all provisions; H.R. 1060 - Winning the International Race for Economic Leadership and Expanding Service to Support Leadership (WIRELESS Leadership) Act; H.R. 1069 - Streamlining Permitting to Enable Efficient Deployment of Broadband Infrastructure (SPEED) Act, all provisions; H.R. 1074 - Reducing Antiquated Permitting for Infrastructure Deployment (RAPID) Act, all provisions; H.R. 1149 - Communities Overregulating Networks Need Economic Competition Today (CONNECT) Act, all provisions; H.R. 1251 - Cyber Diplomacy Act, all provisions; H.R. 1816 - Information Transparency and Personal Data Control Act, all provisions; H.R. 1856 - Modern Television Act, all provisions; H.R. 1934 - Promoting U.S. International Leadership in 5G, all provisions; H.R. 2685 - Understanding Cybersecurity of Mobile Networks Act, provisions related to supply chain security and cybersecurity; H.R. 3346 - No Rate Regulation of Broadband Internet Access Act, all provisions H.R. 3524 - EAGLE Act, provisions related to international standards and supply chain security; H.R. 3703 - Nationwide Dig Once Act, all provisions;*H.R. 4028 - Information and Communications Technology Strategy Act, provisions related to supply chain security and cybersecurity; H.R. 4029 - Timely Evaluation of Acquisitions, Mergers, or Transactions with External, Lawful Entities to Clear Owners and Management Act, provisions related to foreign investment screening; H.R. 4045 - Future Uses of Technology Upholding Reliable and Enhanced Networks Act, provisions related to supply chain security and cybersecurity; H.R. 4046 - NTIA Policy and Cybersecurity Coordination Act, provisions related to supply chain security and cybersecurity; H.R. 4055 - American Cybersecurity Literacy Act, provisions related to supply chain security and cybersecurity; H.R. 4067 - Communications Security Act of 2021, provisions related to supply chain security and cybersecurity; H.R. 5378 - Spectrum Innovation Act, all provisions; H.R. 5440 - Cyber Incident Reporting for Critical Infrastructure Act of 2021, all provisions; H.R. 5486 - SMART ACT, all provisions; H.R. 5491 - Securing Systemically Important Critical Infrastructure Act, all provisions; H.R. 7624/S. 4117 - Spectrum Innovation Act, all provisions; H.R. 7783 - Extending Americas Spectrum Auction Leadership Act, all provisions; H.R. 7900 - National Defense Authorization Act for FY 2023, provisions related to cybersecurity, 5G development and deployment, supply chain security, spectrum policy, and federal contracting; H.R. 8152 - American Data Privacy and Protection Act, all provisions; and Draft reinforcing and Evaluating Service Integrity, Local Infrastructure, and Emergency Notification for Todays Networks Act, issues related to wireless network resiliency and disaster recovery. 
 General lobbying on the following issues: corporate taxation and employer-provided benefits; international taxation; capital gains and dividend taxation; and implementation of the COVID relief packages and the Infrastructure Investment and Jobs Act. Lobbying on the following specific bills: S. 749 - American Innovation and Jobs Act, all provisions; S. 1077/H.R. 5371 - Permanently Preserving Americas Investment in Manufacturing Act, all provisions; S. 1166/H.R. 2558 - ALIGN Act, all provisions; H.R. 1304 - American Innovation and R&D Competitiveness Act, all provisions; and H.R. 5376 - Build Back Better Act, all tax provisions."
340,2022-07-26,VZ,VERIZON COMMUNICATIONS INC AND ITS SUBSIDIARIES,50000.0,"Intelligence 
 Labor Issues/Antitrust/Workplace 
 Telecommunications 
 Copyright/Patent/Trademark 
 Communications/Broadcasting/Radio/TV 
 Taxation/Internal Revenue Code","General lobbying on cybersecurity. 
 General lobbying on antitrust reform and enforcement, as well as specific lobbying on the following bill: S. 2710 - Open App Markets Act. 
 General lobbying on robocalls and device theft, as well as specific lobbying on the following bills: S. 120/H.R. 7132 - SAFE Connections Act of 2021; S. 3014 - Next Generation Telecommunications Act (6th Generation of Wireless / 6G); S. 3335 - Robocall Trace Back Enhancement Act; S. 4409/H.R. 8160 - Political Bias Email Act; H.R. 4045 - FUTURE Networks Act (6th Generation of Wireless / 6G); H.R. 5400 - Preventing Disruptions to Universal Service Fund Act; and H.R. 8152 - American Data Privacy and Protection Act. 
 General lobbying on patent eligibility requirements. Lobbying on the following Bills: H.R. 4350 - National Defense Authorization Act (NDAA) of 2022; and S. 3880 - SMART Copyright Act of 2022 (Standard Technical Measures). 
 General lobbying on the following issues: FirstNet Oversight; broadband regulation and Net Neutrality; 5G deployment; spectrum pipeline; privacy; FCC/FAA altimeter/C-Band 5G deployment interference issues, including spectrum hearing; broadband deployment and affordability and implementation of NTIAs BEAD program; federal agency spectrum coordination; IIJA broadband funding/mapping; Affordable Connectivity Program (ACP); digital inclusion; 12 GHz auction policy; 4.9 GHz public safety policy; and broadband affordability. Lobbying on the following Bills: Draft satellite licensing and safety bill; Draft national online privacy bill; Draft auction authority extension bill; Draft Spectrum Coexistence Act; S. 2992 - American Choice and Innovation Online Act; S. 3236/H.R. 2427 - Reforming Broadband Connectivity Act of 2021(USF reform provisions); S. 4117/H.R. 7624 - Spectrum Innovation Act of 2022. 
 General lobbying on the following issues: corporate income tax rates; dividend taxation; expensing (bonus) depreciation; like kind exchanges of spectrum; book minimum tax treatment of pensions and spectrum; digital economy directives proposed by the OECD; state and local taxation of digital goods and services; state and local taxation of the Internet; mobile workforce state income taxation; remote worker state payroll withholding taxation; foreign taxation of digital services; international tax changes to GILTI; expensing of research and experimentation costs; and remote sales tax. Lobbying on the following specific legislation: Fair Access to Interstate Remedies (Draft)-A measure to prevent the imposition of discriminatory taxation and undue burdens on interstate commerce by providing taxpayers access to judicial remedies in federal court; not yet introduced); H.R. 1304/S. 749 - American Innovation and R&D Competitiveness Act of 2021; H.R. 2558/S. 1166 - Accelerate Long-term Investment Now Act (Align Act); H.R. 5376 - Build Back Better Act; and S. 1274 - Remote and Mobile Worker Relief Act of 2021."
341,2022-07-26,ICPT,INTERCEPT PHARMACEUTICALS,0.0,Health Issues,FDA Issues
342,2022-07-26,BEN,"FRANKLIN RESOURCES, INC.",0.0,Financial Institutions/Investments/Securities,Issues related to financial services legislation and other issues impacting asset managers.
343,2022-07-26,ADBE,HETTINGER STRATEGY GROUP ON BEHALF OF ADOBE,10000.0,,
344,2022-07-26,ADBE,HETTINGER STRATEGY GROUP ON BEHALF OF ADOBE,10000.0,,
345,2022-07-26,OXY,OCCIDENTAL PETROLEUM,40000.0,"Budget/Appropriations 
 Energy/Nuclear 
 Taxation/Internal Revenue Code","Interior appropriation relating to carbon capture 
 outreach pertaining to the 45Q tax credit and other carbon capture and sequestration issues. 
 Issues pertaining to the 45Q tax credit"
346,2022-07-26,SO,SOUTHERN CHEMICAL CORPORATION,0.0,Fuel/Gas/Oil,Energy Bill
347,2022-07-25,PAHC,PHIBRO ANIMAL HEALTH CORPORATION,0.0,Agriculture,animal health and nutrition
348,2022-07-25,LFG,ARCHAEA ENERGY,0.0,,
349,2022-07-25,KFRC,NTECH WORKFORCE,0.0,Veterans,Veterans Training Programs
350,2022-07-25,INTC,"AEROSPACE INTELLIGENCE, LLC",0.0,Homeland Security,Aviation and border security
351,2022-07-25,PAHC,PHIBRO ANIMAL HEALTH CORPORATION,10255.0,Agriculture,animal health and nutrition
352,2022-07-25,IDA,IDACORP INC,160000.0,Energy/Nuclear,Clean energy standard legislation generally.
353,2022-07-25,LILA,LIBERTY LATIN AMERICA LTD.,0.0,,
354,2022-07-25,T,"AT&T SERVICES, INC (FORMERLY SBC COMMUNICATIONS, INC.)",45000.0,Telecommunications,Hr 8152(privacy)
355,2022-07-25,ADSK,"AUTODESK, INC",16000.0,Clean Air and Water (quality),"S. 3282, the Water Infrastructure Modernization Act of 2021 - Digital asset management. H.R. 3684 Infrastructure Investment and Jobs Act implementation - Promotion of digital water infrastructure. Interior, Environment, and Related Agencies Fiscal Year 2023"
356,2022-07-25,HIL,"HILL INTERNATIONAL, INC.",0.0,"Government Issues 
 Urban Development/Municipalities 
 Transportation","Capacity building as part of implementing the Infrastructure Investment and Jobs Act, Pub. L. No. 117-58, all provisions. 
 Capacity building as part of implementing the Infrastructure Investment and Jobs Act, Pub. L. No. 117-58, all provisions. 
 Capacity building as part of implementing the Infrastructure Investment and Jobs Act, Pub. L. No. 117-58, all provisions."
357,2022-07-25,MMS,MAXIMUS,22500.0,"Unemployment 
 Labor Issues/Antitrust/Workplace","Issues related to the Build Back Better plan 
 Issues related to the proposed Build Back Better Plan"
358,2022-07-25,EIX,EDISON INTERNATIONAL,30000.0,Energy/Nuclear,Energy policy issues.
359,2022-07-24,TMUS,"TWINLOGIC STRATEGIES ON BEHALF OF T-MOBILE USA, INC",0.0,"Labor Issues/Antitrust/Workplace 
 Telecommunications","Issues related to marketplace competition issues. 
 Issues related to broadband deployment and COVID-19 stimulus and infrastructure packages, Issues related to section 230 of the Communications Decency Act."
360,2022-07-24,TWTR,"TWINLOGIC STRATEGIES ON BEHALF OF TWITTER, INC",0.0,"Consumer Issues/Safety/Products 
 Government Issues","Issues related to content moderation practices. Issues related to internet intermediary liability. Issues related to commerce data security. Issues related to data security and consumer privacy Misinformation 
 Issues related to election integrity"
361,2022-07-23,HPQ,HP INC.,20000.0,Civil Rights/Civil Liberties,Diversity & Inclusion issues HR 3294-IGNITE HBCU Excellence Act Privacy issues
362,2022-07-22,GLW,CORNING INC,20000.0,Trade (domestic/foreign),Trade
363,2022-07-22,ARNC,HOWMET AEROSPACE INC FORMALLY KNOWN AS ARCONIC INC,150000.0,"Taxation/Internal Revenue Code 
 Manufacturing 
 Defense 
 Budget/Appropriations 
 Aviation/Airlines/Airports 
 Trade (domestic/foreign)","Corporate Tax, Reconciliation 
 Critical Materials, Titanium Sponge, Supply Chain EO, Buy American EO, Infrastructure, USCIA/COMPETES Act, Ports, Recycling 
 National Defense Stockpile, Critical Materials, Titanium Sponge, FY22 Defense Appropriations, FY23 Defense Appropriations, FY23 NDAA, Supply Chain EO, Buy American EO, Recycling 
 Infrastructure, Critical Materials, FY22 Defense Appropriations, FY23 Defense Appropriations, Supply Chain EO, Recycling, USICA/COMPETES Act 
 Titanium Sponge, Critical Materials, Supply Chain EO, Buy American EO, Infrastructure 
 Titanium Sponge, Critical Materials, Supply Chain EO, Buy American EO, Customs/Ports"
364,2022-07-22,JNJ,"BROWNSTEIN HYATT FARBER SCHRECK, LLP OBO JOHNSON & JOHNSON",0.0,Taxation/Internal Revenue Code,General corporate tax issues relating to BBB
365,2022-07-22,CDE,"COEUR MINING, INC.",60000.0,Natural Resources,"Mining, EPA and DOI issues"
366,2022-07-22,WFC,WELLS FARGO & COMPANY,10000.0,"Housing 
 Financial Institutions/Investments/Securities 
 Banking","Public policy issues related to bank prudential standards, investment banking and mortgage finance. 
 Public policy issues related to bank prudential standards, investment banking and mortgage finance. 
 Public policy issues related to bank prudential standards, investment banking and mortgage finance."
367,2022-07-22,META,META PLATFORMS INC (FORMERLY FACEBOOK INC AND VARIOUS SUBSIDIARIES),30000.0,"Telecommunications 
 Financial Institutions/Investments/Securities","Cyber and data security 
 Payment systems, digital currency and blockchain technology."
368,2022-07-22,ARDX,"ARDELYX, INC.",130000.0,,
369,2022-07-22,RCII,RENT-A-CENTER,50000.0,Banking,Issues related to rent to own
370,2022-07-22,NCR,AMERICAN CONCRETE PUMPING ASSOCIATION,30000.0,"Transportation 
 Roads/Highway 
 Taxation/Internal Revenue Code","infrastructure implementation 
 infrastructure implementation 
 Concrete Pump Tax Fairness Act"
371,2022-07-22,LII,LENNOX INTERNATIONAL INC.,80000.0,"Disaster Planning/Emergencies 
 Environment/Superfund 
 Energy/Nuclear 
 Taxation/Internal Revenue Code","Issues and legislation related to the COVID-19 pandemic. 
 Monitor issues pertaining to the ratification of the Kigali Amendment to the Montreal Protocol and associated implementing legislation regarding the phase-down of HFC refrigerants. 
 Monitor issues pertaining to energy efficiency for residential and commercial HVACR products. 
 Monitor issues pertaining to tax policy, tax reform and ""tax extenders."""
372,2022-07-22,FTHM,FATHOM TANKS,11000.0,"Intelligence 
 Budget/Appropriations 
 Defense 
 Aerospace","FY2023 Intelligence Authorization Act 
 FY2023 CJS Appropriations Act FY2023 Defense Appropriations Act 
 FY2023 NDAA 
 NASA Authorization Act"
373,2022-07-22,ASTR,"ASTRA SPACE OPERATIONS, INC.",16650.0,"Intelligence 
 Science/Technology 
 Defense 
 Budget/Appropriations 
 Aerospace","FY2023 Intelligence Authorization Bill 
 2022 NASA Authorization Act 
 FY2023 National Defense Authorization Act 
 FY2023 Defense Appropriations Bill FY2023 CJS Appropriations Bill 
 2022 NASA Authorization Bill"
374,2022-07-22,EHC,ENCOMPASS HEALTH,15000.0,Health Issues,"Medicare/Medicaid Lobbying Advice; appropriations, children's GME"
375,2022-07-22,CBT,"MERCURY PUBLIC AFFAIRS, LLC (OBO CABOT CORP",0.0,"Trade (domestic/foreign) 
 Government Issues 
 Chemicals/Chemical Industry","Chemistry 
 Chemistry 
 Chemistry"
376,2022-07-22,STRA,STRATEGIC EDUCATION INC (FKA CAPELLA EDUCATION COMPANY),45000.0,Education,Higher education and workforce related issues
377,2022-07-22,IDCC,INTERDIGITAL,0.0,Telecommunications,Intellectual Property
378,2022-07-22,AIR,AAR CORP,0.0,"Government Issues 
 Aviation/Airlines/Airports 
 Budget/Appropriations 
 Defense 
 Aerospace","NDAA, Appropriations 
 NDAA, Appropriations 
 NDAA, Appropriations 
 NDAA, Appropriations 
 NDAA, Appropriations"
