,Date,Ticker,Claims,IPC,Abstract
649,2022-10-11,LAZR,24.0,g01s007/48,"a lidar system identifies anomalous optical pulses received by the lidar system. the lidar system includes a light source configured to output a plurality of transmitted pulses of light, each transmitted pulse of light having one or more representative characteristics, a scanner configured to direct the plurality of transmitted pulses of light to a plurality of locations within a field of regard, and a receiver configured to detect a plurality of received pulses of light from the field of regard. the lidar system is configured to identify an anomalous pulse amongst the plurality of received pulses of light based on its having at least one characteristic that does not correspond to the one or more representative characteristics of the plurality of transmitted pulses of light."
650,2022-10-11,LAZR,30.0,g01s007/4865,"in one embodiment, a lidar system includes a light source configured to emit (i) local-oscillator light and (ii) pulses of light, where each emitted pulse of light is coherent with a corresponding portion of the local-oscillator light. the light source includes a seed laser configured to produce seed light and the local-oscillator light. the light source also includes a pulsed optical amplifier configured to amplify temporal portions of the seed light to produce the emitted pulses of light, where each amplified temporal portion of the seed light corresponds to one of the emitted pulses of light. the lidar system also includes a receiver configured to detect the local-oscillator light and a received pulse of light, the received pulse of light including light from one of the emitted pulses of light that is scattered by a target located a distance from the lidar system."
651,2022-10-11,LASR,7.0,b23k026/03,"a laser patterning alignment method provides a way to position a target at a working distance in a laser patterning system such that fiducial marks on the target are positioned in view of at least three laser patterning system cameras, and with each laser patterning system camera, to locate a fiducial mark on the target and sending location data of the located fiducial mark to a controller, to determine corrections required to align expected fiducial mark locations with the sent fiducial mark location data, and to adjust the laser patterning system with the determined corrections."
652,2022-10-11,KT,10.0,h04n019/122,"provided are a method and a device for decoding a video signal to provide stereographic image content with high resolution. for decoding a video signal, an intra prediction mode of a current block is determined, and a prediction sample is obtained by performing intra prediction of the current block based on the intra prediction mode."
653,2022-10-11,KT,15.0,h04n019/563,"a video decoding method according to the present disclosure may include determining whether an affine motion model is applied to a current block or not, performing motion compensation for the current block according to whether the affine motion model is applied or not, determining a value of a first variable and a second variable representing whether a prediction block obtained by the motion compensation will be refined and determining a padding size of the prediction block."
654,2022-10-11,KODK,16.0,h04n001/387,"a method for reducing image burn-in artifacts in an electrophotographic printing system, includes receiving a print job including image data for a set of pages to be printed. the pages are analyzed to determine that the image data for a sequence of pages in the print job are similar. the similar pages are printed using a pattern of page orientations including a first page orientation and a second page orientation, wherein the image data for the second page orientation is rotated 180 degrees relative to the image data for the first page orientation."
655,2022-10-11,KODK,13.0,h04n001/387,"a method for reducing image burn-in artifacts in an electrophotographic printing system, includes receiving a print job including image data for a set of pages to be printed. the pages are analyzed to determine that the image data for a sequence of pages in the print job are similar. the similar pages are printed using a pattern of lateral translations wherein the image data is laterally translated such that it is printed at a different lateral position on the printed page."
656,2022-10-11,KO,20.0,b67d001/08,"a system and method a method may include receiving (i) beverage composition data of a requested beverage, and (ii) a user identifier of a user requesting the beverage. responsive to receiving an instruction to dispense the requested beverage, the requested beverage may be dispensed. the beverage composition data may be stored in a dispensed beverage record. a verification as to whether or not the dispensed beverage is a qualified beverage pour may be performed. responsive to determining that the dispensed beverage is a qualified beverage pour, a counter may be increased. responsive to determining that the counter value crosses a threshold value, a first message may be communicated to a mobile electronic device of the user, otherwise, a second message may be communicated to the mobile electronic device. the first or second message may be displayed on the mobile electronic device."
657,2022-10-11,KLAC,23.0,g06t007/00,"a system for characterizing a specimen is disclosed. in one embodiment, the system includes a controller configured to: receive training images of one or more defects of the specimen; generate a machine learning classifier based on the training images; receive product images of one or more defects of a specimen; determine one or more defect type classifications of one or more defects with the machine learning classifier; filter the product images with one or more smoothing filters; perform binarization processes to generate binarized product images; perform morphological image processing operations on the binarized product images; determine one or more algorithm-estimated defect sizes of the one or more defects based on the binarized product images; and determine one or more refined estimates of one or more defect sizes of the one or more defects based on the one or more algorithm-estimated defect sizes and the one or more defect type classifications."
658,2022-10-11,KLAC,22.0,g03f007/20,"a metrology system may include a controller to receive a first metrology dataset associated with a first set of metrology target features on a sample including first features from a first exposure field on a first sample layer and second features from a second exposure field on a second sample layer, where the second exposure field partially overlaps the first exposure field. the controller may further receive a second metrology dataset associated with a second set of metrology target features including third features from a third exposure field on the second layer that overlaps the first exposure field and fourth features formed from a fourth exposure field on the first layer of the sample that overlaps the second exposure field. the controller may further determine fabrication errors based on the first and second metrology datasets and generate correctables to adjust a lithography tool based on the fabrication errors."
659,2022-10-11,KLAC,24.0,g01b011/02,"an acousto-optic modulator (aom) laser frequency shifter system includes a laser configured to generate an incident beam, a first optical splitter optically coupled to the laser and configured to split the incident beam into at least one portion of the incident beam, at least one phase-shift channel optically coupled to the first optical splitter and configured to generate at least one frequency-shifted beam with an acousto-optic modulator (aom) from the at least one portion of the incident beam received from the first optical splitter, and a second optical splitter configured to receive the at least one frequency-shifted beam from the at least one phase-shift channel and configured to direct the at least one frequency-shifted beam to an interferometer configured to acquire an interferogram of a sample with the at least one frequency-shifted beam."
660,2022-10-11,KEYS,20.0,h02m003/158,"a switching converter has a first converter output for connection to a user load and a second converter output for connection to the user load. a first direct current rail power negative terminal has a first positive output and a first negative output connected to the second converter output. a second direct current rail power negative terminal has a second negative output and a second positive output connected to the first positive output. a first switch has a first positive terminal connected to the first positive output, a first negative terminal and a first control terminal. a second switch has a second positive terminal connected to the first negative terminal, a second negative terminal connected to the second negative output, and a second control terminal. a pulse width modulator has a first modulator output connected to the first control terminal, and a second modulator output connected to the second control terminal. an inductance is connected between the first converter output and the first negative terminal. a comparator controls the first pulse width modulator based on a voltage difference between a current measurement voltage that varies based on current through the inductance and a first set point voltage."
661,2022-10-11,KEP,21.0,b21d003/16,"a bent rotor straightening method using low-frequency induction heating and a bent rotor straightening apparatus using the method are proposed. the bent rotor straightening method using low-frequency induction heating according to an embodiment of the present invention includes: calculating a heating speed when a first target temperature for correcting bending of a rotor using low-frequency induction heating is set; maintaining the first target temperature for a heating time determined on the basis of a diameter of the rotor when the first target temperature is reached, when performing primary thermal correction at the heating speed; checking whether a bending amount of the rotor reaches a predetermined critical value in accordance the result of performing the primary thermal correction; and finishing correction of bending of the rotor in accordance with the result of checking the bending amount of the rotor."
662,2022-10-11,KD,20.0,g09g003/20,"a computer-implemented method includes: computing, by a computing device, average pixel colors of a plurality of windows of a screen of a device; normalizing, by the computing device, the average pixel colors of the screen of the device; converting, by the computing device, the normalized average pixel colors of the screen of the device to average pixel gray scale colors; creating, by the computing device, at least one adaptive filter which corresponds to at least one of the average pixel gray scale colors; and overlaying, by the computing device, the at least one adaptive filter to at least one window of the windows of the screen of the device."
663,2022-10-11,KD,18.0,g06t019/00,"a processor may receive physical parameter data associated with a physical parameter of an object. the processor may receive pathway data associated with one or more potential pathways for transporting the object from an origin point to a destination point. the processor may determine a recommended pathway, the recommended pathway may have one or more path segments for transportation of the object from the origin point to the destination point. the processor may determine a first recommended orientation and a first recommended movement for transportation of the object through a first path segment of the recommended path. the processor may provide, to a user, a virtual rendering of the first recommended orientation and the first recommended movement of the object through the first path segment of the recommended path."
664,2022-10-11,KD,20.0,g16h050/20,"technology for applying explainable artificial training algorithms (xai) to training machine learning algorithms for identifying potentially developing computer vision syndrome (cvs), cvs and/or recommended remedial action(s) that a user can perform to counter potentially developing cvs and/or existing cvs. in some embodiments, the xai includes a contrastive explainability model. in some embodiments, the training performed by the xai includes assigning weight factors respectively to cvs input parameters (for example, blink rate) based upon how strong the respective cvs input factor is correlated with development of cvs in the user."
665,2022-10-11,KD,20.0,h04l012/00,"a system and method of sensing and responding to service discoveries on a consumer's machine and, more particularly, to a system and method of sensing (discovering) service needs on a consumer's machine using a resident daemon, and responding to the service discoveries using an extension of uddi. the method comprises receiving a keyword from a local machine, locating a service associated with the keyword, and notifying the local machine about the service that matches the keyword."
666,2022-10-11,KD,20.0,g06f011/14,"in a first virtual storage device managed by a helper virtual machine, first data of a first application is stored, the first application executing on a first system, the helper virtual machine executing on a recovery system. responsive to determining that a duplicate of the first application should be activated on the recovery system, a compute instance is spawned in a hypervisor executing on the recovery system. in the compute instance, a duplicate of the first application is provisioned. the first data is reassociated from the helper virtual machine to the provisioned duplicate application. the duplicate application is activated, the activating causing the duplicate application to execute on the second system using the first data."
667,2022-10-11,KD,9.0,a01d091/00,"a method and system for automatically removing undesirable vegetation is provided. the method includes receiving by a first vehicle, data describing a specified geographical area for scanning. the specified geographical area is divided into a plurality of sectors and a second vehicle is directed to a first sector of the plurality of sectors. first geographical coordinates associated with areas of undesirable vegetation growth located within the first sector are receiving from the second vehicle and an optimal travel path from a current location of the first vehicle to the areas of undesirable vegetation growth located within first sector are determined based on analysis of the first geographical coordinates. the first vehicle is directed to the areas of undesirable vegetation growth via the optimal travel path and a process for eliminating the areas of undesirable vegetation growth is executed."
668,2022-10-11,JOUT,11.0,b63h020/00,"a trolling motor includes a rotatable trim module which effectuates trim adjustment of the trolling motor by adjusting a vertical position of a motor shaft assembly. a rotatable steering module is mounted below the trim module. the steering module and trim module are assembled on a rotatable motor shaft having a motor mounted at one end of the motor shaft. a conductive cord is coiled around the motor shaft. the conductive cord is configured to transmit electrical power from a power source to an internal control module and a drive motor in the trim module. in further embodiments, the conductive cord also transmits control signals from an internal control device to an internal control module in the trim module."
669,2022-10-11,JNPR,20.0,h04l041/0893,"a method for configuring a fabric managed by a software-defined networking (sdn) controller includes, with a first control host installed in a first rack having a first management switch and a second control host installed in a second rack, executing controller nodes that implement an sdn controller using a controller virtual network extending between the first rack and the second rack. the first management switch is configured to route traffic between the controller virtual network and a device management network extending from the first management switch to a fabric network device of the fabric managed by the sdn controller. the method further includes configuring, with the sdn controller, via the first management switch, the fabric network device with the controller virtual network to enable communications, via the controller virtual network, between the first control host and a compute node or a storage node connected to the fabric network device."
670,2022-10-11,JNPR,20.0,h04l045/28,"a device provides path data associated with a network that includes network devices interconnected by links. the path data includes data identifying a first path and a second path to be provided through the network. the device provides an instruction to cause the network devices to provide information identifying the first path and to route traffic via the first path, and receives an indication of a failure associated with the first path. the indication causes the network devices to provide information identifying the second path and to re-route the traffic from the first path to the second path. the device causes the failure associated with the first path to be repaired while the traffic is re-routed to the second path, and provides, based on causing the failure to be repaired, another instruction to cause the network devices to route the traffic via the first path."
671,2022-10-11,JNPR,15.0,h04l045/586,"network controllers are described that enable creation of logical interconnects between logical routers of different, isolated virtual networks and for auto-generation and deployment of routing policies to control “leaking” of select routes amongst the different virtual networks. in one example, a network controller includes a memory and processing circuitry configured to identify a source logical router of a first virtual network and a destination logical router of a second virtual network implemented on one or more physical devices of a switch fabric, form a policy defining one or more rules for controlling leaking of one or more of the routes through a logical router interconnect from the source logical router to the destination logical router, and push the policy to the one or more physical devices of the switch fabric for application to communications through the logical router interconnect."
672,2022-10-11,JNPR,13.0,h04w016/14,"the disclosed embodiments provide for management of a wi-fi network in the presence of a high priority receiver. when a high priory receiver is identified, a portion of the wi-fi network that could potentially interfere with the high priority receiver is identified and steps are taken to reduce the probability of such interference. for example, some wireless transmitters may be switched to alternate channels to reduce the probability of interference. by sharing information relating to high priority receivers across a plurality of wireless transmitters, the disclosed embodiments provide for more efficient operation in the presence of high priority receivers when compared to methods that independently detect a high priority receiver at each wireless transmitter."
673,2022-10-11,ITW,20.0,a47c004/06,"a seat includes a seat surface having a periphery and a carrier overmolded onto the seat surface over the periphery. the carrier has a periphery and a frame is overmolded onto the carrier over the carrier periphery. the seat is assembled without fasteners. a method for making the seat includes overmolding a carrier onto a periphery of a seat surface to form a seat surface/carrier assembly, tensioning the seat surface/carrier assembly in a mold and overmolding a frame onto a periphery of the seat surface/carrier assembly."
674,2022-10-11,ITRI,20.0,h04l041/082,"a device and method for sending a configuration setting update to a networked endpoint device are provided. a head-end device in a communication system receives, from an endpoint device, a version audit that includes version information associated with parameter values set at one or more hierarchical level assignments for one or more applications used at the endpoint device, sends, to the endpoint device, a data packet including one or more parameter updates, and receives, from the endpoint device, an error message in response to the endpoint device failing to receive the data packet or an acknowledgement of receipt of the data packet."
675,2022-10-11,ITCI,6.0,a61k031/535,"compounds that inhibit phosphodiesterase 1 (pde1) are useful to treat glaucoma or elevated intraocular pressure. the pde1 inhibitors may be administered as monotherapy or in combination with additional intraocular-pressure lowering agents. in addition, the invention provides ophthalmic compositions comprising pde 1 inhibitors and optionally one or more additional intraocular pressure-lowering agents. topical and systemic therapy may be used."
676,2022-10-11,IRBT,38.0,a47l009/00,"an autonomous cleaning robot includes a controller configured to execute instructions to perform one or more operations. the one or more operations includes operating a drive system to move the cleaning robot in a forward drive direction along a first obstacle surface with a side surface of the cleaning robot facing the first obstacle surface, then operating the drive system to turn the cleaning robot such that the side surface of the cleaning robot faces a second obstacle surface, then operating the drive system to move the cleaning robot in a rearward drive direction along the second obstacle surface, and then operating the drive system to move the cleaning robot in the forward drive direction along the second obstacle surface."
677,2022-10-11,IRBT,34.0,g05d001/02,"described herein are systems, devices, and methods for localizing and recognizing an object in an environment. in an example, a mobile cleaning robot comprises a drive system to move the mobile cleaning robot about an environment, an imaging sensor to take images of an object in the environment from different perspectives. the multiple observations include images of the object that is at least partially occluded by an obstacle. a controller circuit of the mobile robot can, for multiple different locations in a map of the environment, calculate respective fractional visibility values using the plurality of images. the fractional visibility values each represent a probability of the object being visible through the corresponding location. the controller circuit can localize and recognize the object based on the fractional visibility values at the multiple locations on the map."
678,2022-10-11,IRBT,25.0,g05d001/02,"a method includes receiving sensor data collected by an autonomous mobile robot as the autonomous mobile robot moves about an environment, the sensor data being indicative of sensor events and locations associated with the sensor events. the method includes identifying a subset of the sensor events based on the locations. the method includes providing, to a user computing device, data indicative of a recommended behavior control zone in the environment, the recommended behavior control zone containing a subset of the locations associated with the subset of the sensor events. the method includes defining, in response to a user selection from the user computing device, a behavior control zone such that the autonomous mobile robot initiates a behavior in response to encountering the behavior control zone, the behavior control zone being based on the recommended behavior control zone."
679,2022-10-11,IRBT,23.0,b25j009/16,"a robot includes a body that is movable relative to a surface one or more measurement devices within the body to output information based on an orientation of the body at an initial location on the surface, and a controller within the body to determine an orientation of the body based on the information and to restrict movement of the body to an area by preventing movement of the body beyond a barrier that is based on the orientation of the body and the initial location."
680,2022-10-11,INTU,20.0,g09g005/00,"aspects of using augment reality for service projects are described. in some implementations, an augmented reality (ar) system receives one or more images of a real-world space, detects a physical object in the real-world space from the one or more images, and identifies the physical object for a service project. the ar system also generates a virtual object associated with the identified physical object and outputs the virtual object for display in an ar environment. the ar system further receives a selection of one or more portions of the virtual object associated with one or more portions of the physical object to be serviced and generates information for performing the service project based on the one or more portions of the physical object."
681,2022-10-11,INTC,11.0,h03d007/14,"a biasing scheme for a frequency multiplication circuit, and transceiver using lo signals provided by the frequency multiplication circuit are described. a frequency doubler is cascaded with a mixer to provide a mm-wave oscillator signal. the combination provides a frequency triple that of the lo frequency supplied to the frequency doubler from a pll. a small-sized replica of the frequency doubler is used to determine biasing of transconductance devices of the frequency doubler. a voltage output of the replica is amplified and the difference between the output and a reference voltage is supplied as feedback to the control terminal of the transconductance devices to bias the transconductance devices to near threshold. the biasing is replicated at the frequency doubler to compensate for pvt variations. a ptat current source tied to the output of the replica regulates an average output current of the frequency multiplication circuit."
682,2022-10-11,INTC,25.0,g06f003/00,"a computing apparatus, including: a hardware computing platform; and logic to operate on the hardware computing platform, configured to: receive a microservice instance registration for a microservice accelerator, wherein the registration includes a microservice that the microservice accelerator is configured to provide, and a microservice connection capability indicating an ability of the microservice instance to communicate directly with other instances of the same or a different microservice; and log the registration in a microservice registration database."
683,2022-10-11,INTC,29.0,g06t001/20,"embodiments described herein provide a graphics processor that can perform a variety of mixed and multiple precision instructions and operations. one embodiment provides a streaming multiprocessor that can concurrently execute multiple thread groups, wherein the streaming multiprocessor includes a single instruction, multiple thread (simt) architecture and the streaming multiprocessor is to execute multiple threads for each of multiple instructions. the streaming multiprocessor can perform concurrent integer and floating-point operations and includes a mixed precision core to perform operations at multiple or mixed precisions and dynamic ranges."
684,2022-10-11,INTC,20.0,g06t015/00,"one embodiment provides for a data processing system comprising a memory module to store a multisample render target, the multisample render target to store multiple sample locations for each pixel in a set of pixels and a general-purpose graphics processor including a hardware graphics rendering pipeline to generate pixel color data to be output to the multisample render target, a multisample antialiasing compressor to request allocation of one or more planes to store color data for a set of sample locations of a pixel in the set of pixels, and a memory allocator to allocate memory to store color data associated with the multisample render target. the memory allocator can merge a memory allocation for multiple pixels having a sample associated with a same color value."
685,2022-10-11,INTC,13.0,g06t019/00,"while many augmented reality systems provide “see-through” transparent or translucent displays upon which to project virtual objects, many virtual reality systems instead employ opaque, enclosed screens. indeed, eliminating the user's perception of the real-world may be integral to some successful virtual reality experiences. thus, head mounted displays designed exclusively for virtual reality experiences may not be easily repurposed to capture significant portions of the augmented reality market. various of the disclosed embodiments facilitate the repurposing of a virtual reality device for augmented reality use. particularly, by anticipating user head motion, embodiments may facilitate scene renderings better aligned with user expectations than naïve renderings generated within the enclosed field of view. in some embodiments, the system may use procedural mapping methods to generate a virtual model of the environment. the system may then use this model to supplement the anticipatory rendering."
686,2022-10-11,INTC,20.0,g06v010/25,"a method comprising identifying a plurality of non-overlapping coarse domains of a region of interest; selecting a subset of the plurality of coarse domains based on a plurality of first diversity metrics determined for the plurality of coarse domains; identifying a plurality of non-overlapping fine domains of the region of interest, wherein each of the fine domains is a portion of one of the coarse domains of the selected subset of the plurality of coarse domains; selecting a subset of the plurality of fine domains based on a plurality of second diversity metrics determined for the plurality of coarse domains; and providing an indication of the selected subset of the plurality of fine domains."
687,2022-10-11,INTC,20.0,h03m001/66,"digital-to-analog converters (dacs) having a multiple-gate (multi-gate) transistor-like structure are disclosed herein. the dac structures have a similar structure to a transistor (e.g., a mosfet) and include source and drain regions. however, instead of employing only one gate between the source and drain regions, multiple distinct gates are employed. each distinct gate can represent a bit for the dac and can include different gate lengths to enable providing different current values, and thus, unique outputs. further, n number of inputs can be applied to n number of gates employed by the dac. the dac structure may be configured such that the longest gate controls the lsb of the dac and the shortest gate controls the msb, or vice versa. in some cases, the multi-gate dac employs high-injection velocity materials that enable compact design and routing, such as ingaas, inp, sige, and ge, to provide some examples."
688,2022-10-11,INTC,25.0,h01l025/065,"in accordance with disclosed embodiments, there are provided methods, systems, and apparatuses for implementing reduced height semiconductor packages for mobile electronics. for instance, there is disclosed in accordance with one embodiment a stacked die package having therein a bottom functional silicon die; a recess formed within the bottom functional silicon die by a thinning etch partially reducing a vertical height of the bottom functional silicon die at the recess; and a top component positioned at least partially within the recess formed within the bottom functional silicon die. other related embodiments are disclosed."
689,2022-10-11,INTC,20.0,h01l027/22,"damascene-based approaches for embedding spin hall mtj devices into a logic processor, and the resulting structures, are described. in an example, a logic processor includes a logic region including a metallization layer. the logic processor also includes a memory array including a plurality of two-transistor one magnetic tunnel junction (mtj) spin hall effect electrode (2t-1mtj she electrode) bit cells. the spin hall effect electrodes of the 2t-1mtj she electrode bit cells are disposed in a lower dielectric layer laterally adjacent to the metallization layer of the logic region. the mtjs of the 2t-1mtj she electrode bit cells are disposed in an upper dielectric layer laterally adjacent to the metallization layer of the logic region."
690,2022-10-11,INTC,25.0,h01l029/06,"gate-all-around integrated circuit structures having underlying dopant-diffusion blocking layers are described. for example, an integrated circuit structure includes a vertical arrangement of horizontal nanowires above a fin. the fin includes a dopant diffusion blocking layer on a first semiconductor layer, and a second semiconductor layer on the dopant diffusion blocking layer. a gate stack is around the vertical arrangement of horizontal nanowires. a first epitaxial source or drain structure is at a first end of the vertical arrangement of horizontal nanowires. a second epitaxial source or drain structure is at a second end of the vertical arrangement of horizontal nanowires."
691,2022-10-11,INTC,15.0,h01l029/78,"techniques are disclosed for an integrated circuit including a ferroelectric gate stack including a ferroelectric layer, an interfacial oxide layer, and a gate electrode. the ferroelectric layer can be voltage activated to switch between two ferroelectric states. employing such a ferroelectric layer provides a reduction in leakage current in an off-state and provides an increase in charge in an on-state. the interfacial oxide layer can be formed between the ferroelectric layer and the gate electrode. alternatively, the ferroelectric layer can be formed between the interfacial oxide layer and the gate electrode."
692,2022-10-11,INTC,20.0,g06f007/501,"a computer-implemented method for programming an integrated circuit includes receiving a program design and determining one or more addition operations based on the program design. the method also includes performing geometric synthesis based on the one or more addition operations by determining a plurality of bits associated with the one or more addition operations and defining a plurality of counters that includes the plurality of bits. furthermore, the method includes generating instructions configured to cause circuitry configured to perform the one or more addition operations to be implemented on the integrated circuit based on the plurality of counters. the circuitry includes first adder circuitry configured to add a portion of the plurality of bits and produce a carry-out value. the circuitry also includes second adder circuitry configured to determine a sum of a second portion of the plurality of bits and the carry-out value."
693,2022-10-11,INTC,15.0,g06f009/30,"a method for supporting architecture speculation in an out of order processor is disclosed. the method comprises fetching two threads into the processor, wherein a first thread executes in a speculative state and a second thread executes in a non-speculative state. the method also comprises enabling a speculative scope for an execution of the first thread and a non-speculative scope for an execution of the second thread in an architecture of the processor, wherein the speculative scope and the non-speculative scope can both be fetched into the architecture and be present concurrently."
694,2022-10-11,INTC,19.0,g06f009/50,"technologies for remote direct memory access (rdma) queue pair quality of service (qos) management are disclosed. in the illustrative embodiment, several queue pairs associated with a virtual machine on a compute sled may be created in a network interface controller of the compute sled. a qos parameter such as a class of service identifier or a weighting may be assigned to each queue pair such that each queue pair has a different available bandwidth. the compute sled may also predict future rdma queue pair bandwidth usage and adjust rdma queue pair bandwidth allocation based on the prediction."
695,2022-10-11,INTC,29.0,g06f009/50,"technologies for processing network packets a compute device with a network interface controller (nic) that includes a host interface, a packet processor, and a network interface. the host interface is configured to receive a transaction from the compute engine, wherein the transaction includes latency-sensitive data, determine a context of the latency-sensitive data, and verify the latency-sensitive data against one or more server policies as a function of the determined context. the packet processor is configured to identify a trust associated with the latency-sensitive data, determine whether to verify the latency-sensitive data against one or more network policies as a function of the identified trust, apply the one or more network policies, and encapsulate the latency-sensitive data into a network packet. the network interface is configured to transmit the network packet via an associated ethernet port of the nic. other embodiments are described herein."
696,2022-10-11,INTC,25.0,h04l041/0873,"a computing apparatus, including: a hardware platform; and an interworking broker function (ibf) hosted on the hardware platform, the ibf including a translation driver (td) associated with a legacy network appliance lacking native interoperability with an orchestrator, the ibf configured to: receive from the orchestrator a network function provisioning or configuration command for the legacy network appliance; operate the td to translate the command to a format consumable by the legacy network appliance; and forward the command to the legacy network appliance."
697,2022-10-11,INTC,18.0,h04l012/18,"technologies include a network switch configured to perform packet replication. the network switch includes a network communicator, an entity manager, and a tag manager. the network communicator is to receive a data packet, and the entity manger is to identify an entity associated with the data packet and determine a tag associated with the entity. additionally, the tag manager is to determine a packet replication configuration associated with the tag, and perform one or more per-port forwarding actions based on the packet replication configuration. the packet replication configuration includes one or more destination ports to be masked and a number of copies to be replicated to be sent out on of at least one destination port."
698,2022-10-11,INTC,25.0,g06f003/06,"embodiments of systems, apparatuses, and methods for energy efficiency and energy conservation including enabling autonomous hardware-based deep power down of devices are described. in one embodiment, a system includes a device, a static memory, and a power control unit coupled with the device and the static memory. the system further includes a deep power down logic of the power control unit to monitor a status of the device, and to transfer the device to a deep power down state when the device is idle. in the system, the device consumes less power when in the deep power down state than in the idle state."
699,2022-10-11,INTC,7.0,g06f012/14,"secure memory allocation technologies are described. a processor includes a processor core and a memory controller that is coupled between the processor core and main memory. the main memory comprises a protected region including secured pages. the processor, in response to a content copy instruction, is to initialize a target page in the protected region of an application address space. the processor, in response to the content copy instruction, is also to select content of a source page in the protected region to be copied. the processor, in response to the content copy instruction, is also to copy the selected content to the target page in the protected region of the application address space."
700,2022-10-11,INTC,15.0,g06f012/14,"a data processing system (dps) uses platform protection technology (ppt) to protect some or all of the code and data belonging to certain software modules. the ppt may include a virtual machine monitor (vmm) to enable an untrusted application and a trusted application to run on top of a single operating system (os), while preventing the untrusted application from accessing memory used by the trusted application. the vmm may use a first extended page table (ept) to translate a guest physical address (gpa) into a first host physical address (hpa) for the untrusted application. the vmm may use a second ept to translate the gpa into a second hpa for the trusted application. the first and second epts may map the same gpa to different hpas. other embodiments are described and claimed."
701,2022-10-11,INTC,33.0,h04w024/00,an embodiment includes at least one computer readable storage medium comprising instructions that when executed enable a system to: receive (a)(i) first radio signal location data for a first object from a radio sensor; and (a)(ii) first visual signal location data for the first object from a camera sensor; perform feature extraction on (b)(i) the first radio signal location data to determine first extracted radio signal features; and (b)(ii) the first visual signal location data to determine first extracted visual signal features; solve a first association problem between the first extracted radio signal features and the first extracted visual signal features to determine first fused location data; and store the first fused location data in the at least one computer readable storage medium. other embodiments are described herein.
702,2022-10-11,INTC,25.0,g06f001/3234,"methods, apparatus, systems and articles of manufacture to reduce power consumption and improve battery life of display systems using adaptive sync are disclosed. an example apparatus includes an interface to transmit frame data to a sink device, the frame data generated by a processor; a timer to initiate in response to the transmission of the frame data to the sink device; and the interface to transmit a low power indication to the sink device after the timer reaches a threshold amount of time."
703,2022-10-11,INTC,37.0,g06n003/08,examples include techniques to manage training or trained models for deep learning applications. examples include routing commands to configure a training model to be implemented by a training module or configure a trained model to be implemented by an inference module. the commands routed via out-of-band (oob) link while training data for the training models or input data for the trained models are routed via inband links.
704,2022-10-11,INTC,25.0,g06f013/42,"aspects of the embodiments are directed to a port comprising hardware to support the multi-lane link, the link comprising a lane that comprises a first differential signal pair and a second differential signal pair. link configuration logic, implemented at least in part in hardware circuitry, can determine that the port comprises hardware to support one or both of receiving data on the first differential signal pair or transmitting data on the second differential signal pair, and reconfigure the first differential signal pair to receive data with the second differential signal pair or reconfigure the second differential signal pair to transmit data with the first differential signal pair; and wherein the port is to transmit data or receive data based on reconfiguration of one or both the first differential signal pair and the second differential signal pair."
705,2022-10-11,INTC,20.0,g06f021/57,"a processor can be configured to access boot firmware from a remote location independent from use of a chipset. after a processor powers-on or reboots, the processor can execute microcode. the microcode will cause the processor to train a link with a remote device. the remote device can provide the processor with access to boot firmware. the processor can copy the boot firmware to the processor's cache or memory. the processor will attempt to authenticate the boot firmware. if the boot firmware is authenticated, the processor executes the copy of the boot firmware."
706,2022-10-11,INTC,24.0,g06t001/20,"a graphics processor is described that includes a single instruction, multiple thread (simt) architecture including hardware multithreading. the multiprocessor can execute parallel threads of instructions associated with a command stream, where the multiprocessor includes a set of functional units to execute at least one of the parallel threads of the instructions. the set of functional units can include a mixed precision tensor processor to perform tensor computations to generate loss data. the loss data is stored as a floating-point data type and scaled by a scaling factor to enable a data distribution of a gradient tensor generated based on the loss data to be represented by a 16-bit floating point data type."
707,2022-10-11,INTC,25.0,h01l023/00,"semiconductor packages having support members are provided. support members can mitigate damage to a semiconductor die mounted on a semiconductor package. in some embodiments, an arrangement of support packages can be formed at respective locations of a frame layer that serves as a stiffener for the semiconductor package. each support member in the arrangement can be formed from a same material of the frame layer or a different material. in some embodiments, a support member can be mounted or otherwise coupled to an exposed surface of the frame layer. in addition or in other embodiments, a support member can be mounted on a surface that supports the semiconductor die. the arrangement of support members can include support members comprising a first material and/or other support members formed from respective materials. a support member can be formed from a metal, a metal alloy, a semiconductor, a polymer, a composite material, or a porous material."
