,Ticker,Date,Description,Agency,Amount
298,SCS,2022-10-13,FURNITURE,DEPARTMENT OF STATE (DOS),19364.56
299,ROG,2022-10-13,MAXIMO RESTOCK SUPPLY ITEM,DEPARTMENT OF THE TREASURY (TREAS),15332.0
300,PBI,2022-10-13,CONTINUATION OF MONTHLY RENTAL AND MAINTENANCE FOR FY23,DEPARTMENT OF JUSTICE (DOJ),0.0
301,OTTR,2022-10-13,"PROVIDE ELECTRIC UTILITY SERVICES TO THE CASS LAKE HOSPITAL AND ALL ADJACENT BUILDINGS, IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF THE PURCHASE ORDER.   PERIOD OF PERFORMANCE 07/17/2022 - 07/16/2023",DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),245000.0
302,OMCL,2022-10-13,RX APS II ROBOT MAINTENANCE/SERVICE,DEPARTMENT OF VETERANS AFFAIRS (VA),110148.0
303,JLL,2022-10-13,"EP47PD0523F0002 - REMOVE AND REPLACE SANITARY LINE, EQ3PSNE-23-0003,PA0144ZZ",GENERAL SERVICES ADMINISTRATION (GSA),8633.43
304,IRM,2022-10-13,SHREDDER SERVICE IN SUPPORT OF DR-4672-AK.,DEPARTMENT OF HOMELAND SECURITY (DHS),266.1
305,HSIC,2022-10-13,AIRTEC COMPRESSOR,DEPARTMENT OF VETERANS AFFAIRS (VA),13159.44
306,HNGR,2022-10-13,EXPRESS REPORT: LIMB - FINGER,DEPARTMENT OF VETERANS AFFAIRS (VA),18434.1
307,GPC,2022-10-13,.,SMITHSONIAN INSTITUTION (SI),12000.0
308,GMS,2022-10-13,"CLEANER,INDUSTRIAL,",GENERAL SERVICES ADMINISTRATION (GSA),266.36
309,GMS,2022-10-13,"DETERGENT, UTILITY P/N GREEN OGER BIO GMS1108G",GENERAL SERVICES ADMINISTRATION (GSA),410.64
310,GMS,2022-10-13,"CLEANER,INDUSTRIAL,",GENERAL SERVICES ADMINISTRATION (GSA),266.36
311,FRO,2022-10-13,"EXERCISE OF OPTION PERIOD 2, FY21",DEPARTMENT OF VETERANS AFFAIRS (VA),26884.0
312,EXPR,2022-10-13,FY23 MAIL MESSENGER SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
313,EXPR,2022-10-13,FY23 MAIL MESSENGER SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
314,EXPR,2022-10-13,FY23 MAIL MESSENGER SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
315,EXPR,2022-10-13,FY23 MAIL MESSENGER SERVICES,DEPARTMENT OF JUSTICE (DOJ),0.0
316,EXPR,2022-10-13,FEDERAL EXPRESS COURIER SERVICES,UNITED STATES TRADE AND DEVELOPMENT AGENCY (USTDA),4000.0
317,EXPR,2022-10-13,FEDEX FREIGHT / LARGE PACKAGES,DEPARTMENT OF JUSTICE (DOJ),0.0
318,EXPR,2022-10-13,FEDEX SHIPPING EXPENSES,DEPARTMENT OF JUSTICE (DOJ),0.0
319,EW,2022-10-13,TAVR HEART VALVE IMPLANT,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
320,EW,2022-10-13,TAVR HEART VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
321,EVGR,2022-10-13,"E-25, ROSS FORK, ID-STF-000193, CLERICAL SUPPORT UNIT. .",DEPARTMENT OF AGRICULTURE (USDA),101156.65
322,EVGR,2022-10-13,"E-28, ROSS FORK, ID-STF-000193, TENT, YURT, CANOPY.",DEPARTMENT OF AGRICULTURE (USDA),182541.6
323,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SCG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N",GENERAL SERVICES ADMINISTRATION (GSA),2171.68
324,DNOW,2022-10-13,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03500",GENERAL SERVICES ADMINISTRATION (GSA),2065.29
325,DNOW,2022-10-13,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03514",GENERAL SERVICES ADMINISTRATION (GSA),3037.08
326,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E360H41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES E360, E460, E462 AND ANY OTHER PRINTER USING LEXMARK P",GENERAL SERVICES ADMINISTRATION (GSA),2093.91
327,DNOW,2022-10-13,COUNTRY OF MANUFACTURE IS US,GENERAL SERVICES ADMINISTRATION (GSA),309.3
328,DNOW,2022-10-13,"KNIFE SET, CRAFTSMAN' S: THE SET SHALL CONSIST OF THREE (3) KNIVES, TEN (10) INTERCHANGEABLE BLADES AND A CONTAINER. KNIVES: THE SET SHALL INCLUDE A LIGHT-DUTY FIXED HOLDER WITH A BEVELED BLADE, A MEDIUM-DUTY FIXED HOLDER WITH A CLOSE CORNE",GENERAL SERVICES ADMINISTRATION (GSA),86.52
329,DNOW,2022-10-13,"SCREWDRIVER ATTACHMENT, SOCKET WRENCH: IAW TORX INSERT BIT DESIGN SUITABLE FOR USE WITH TORX RECESS SCREWS. INSERT SCREWDRIVER BITS SHALL HAVE A HEXAGONAL MALE SHANK ON ONE END AND A TORX SCREWDRIVER POINT ON THE OTHER END. THE HEXAGONAL SHANK I",GENERAL SERVICES ADMINISTRATION (GSA),23.22
330,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTERNATIONAL P/N X792X4YG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE EXTRA HIGH YIELD TONER CARTRIDGE FOR USE WITH LEXMARK LASER PRINTER SERIES X792DE, X792DTE, X792DTFE, X792DTM",GENERAL SERVICES ADMINISTRATION (GSA),1069.71
331,DNOW,2022-10-13,"PAD, MOUSE: ITEM NAME PAD, MOUSE OVERALL WIDTH 10.00 INCHES (+/- 1.00 INCH) OVERALL LENGTH 8.00 INCHES (+/- 1.00 INCH) WRIST PAD THICKNESS 1.00 INCH (+ 0.25 / - 0.125 INCH) MOUSE PAD THICKNESS 0.25 INCHES (+ 0.125 / -0.068 INCH) OVERALL COLOR BL",GENERAL SERVICES ADMINISTRATION (GSA),309.0
332,DNOW,2022-10-13,"CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N: CF360A",GENERAL SERVICES ADMINISTRATION (GSA),139.61
333,DNOW,2022-10-13,PLEASE SEE IPD FOR FURTHER DETAILS,GENERAL SERVICES ADMINISTRATION (GSA),32.94
334,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E450H41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES E450 AND ANY OTHER PRINTER USING LEXMARK P/N E450H41G.",GENERAL SERVICES ADMINISTRATION (GSA),967.82
335,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 60F0H0G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK COLOR LASER PRINTER SERIES MX310, MX410, MX510, MX511, MX610, MX611 AND ANY OTHER",GENERAL SERVICES ADMINISTRATION (GSA),1110.1
336,DNOW,2022-10-13,"RULE, MACHINISTS' : TYPE: RIGID LENGTH: 18 INCH WIDTH: 1.120 TO 1.255 INCH THICKNESS: 0.04 TO 0.051 INCH GRADUATIONS: FACE 1 - EDGE 1: 1/32 INCH, EDGE 2: 1/64 INCH; FACE 2 - EDGE 1: 1/8 INCH, EDGE 2: 1/16 INCH MATERIAL: STAINLESS OR PLATED",GENERAL SERVICES ADMINISTRATION (GSA),369.4
337,DNOW,2022-10-13,"TAPE, LABELING: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),26.7
338,DNOW,2022-10-13,"TRIMMER, PAPER DROP KNIFE-SIZE 5-CAPACITY UP TO 24 X 24 INCHES SH WT 26#",GENERAL SERVICES ADMINISTRATION (GSA),252.71
339,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. SAMSUNG P/N MLT-D307L CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES HIGH YIELD CARTRIDGE FOR USE WITH SAMSUNG ML- 4512ND, ML-5012ND AND ML-5017ND PRINTERS AND ANY OTHER PRINTER USING SAMSUN",GENERAL SERVICES ADMINISTRATION (GSA),170.93
340,DNOW,2022-10-13,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIB",GENERAL SERVICES ADMINISTRATION (GSA),1.93
341,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K0XKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LE",GENERAL SERVICES ADMINISTRATION (GSA),538.02
342,DNOW,2022-10-13,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N D8J08AG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP OFFICEJET ENTERPRISE COLOR MFPM585DN, M585F AND M585Z SERIES AND ANY OTHER PRIN",GENERAL SERVICES ADMINISTRATION (GSA),1084.08
343,DNOW,2022-10-13,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIB",GENERAL SERVICES ADMINISTRATION (GSA),9.65
344,DNOW,2022-10-13,"CHISEL, COLD, HAND: TYPE I: METAL CHISEL CLASS 2: COLD OVERALL LENGTH: 5 INCHES MINIMUM CUTTING EDGE WIDTH: 3/8 INCH SHANK WIDTH ACROSS FLATS: 5/16 INCH MINIMUM SHANK SHAPE: HEXAGON MATERIAL: STEEL (PARTIAL DESCRIPTION)",GENERAL SERVICES ADMINISTRATION (GSA),34.2
345,DNOW,2022-10-13,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXM",GENERAL SERVICES ADMINISTRATION (GSA),317.04
346,DNOW,2022-10-13,"BRUSH, WIRE, ROTARY, WHEEL: IAW CID A-A-2516A, DATED MAY 16, 2002. TYPE: I NARROW FACE WIDTH CLASS: 3 HIGH-CARBON TEMPERED STEEL BRUSH OUTSIDE DIAMETER: 6 INCHES WIRE DIAMETER: 0.014 INCHES ARBOR HOLE: 5/8 INCH WIRE TRIM LENGTH: 1-5/16 INCHES MI",GENERAL SERVICES ADMINISTRATION (GSA),35.04
347,DNOW,2022-10-13,"CARTRIDGE, TONER I.A.W. HP P/N CF413A",GENERAL SERVICES ADMINISTRATION (GSA),343.2
348,CDW,2022-10-13,MICROSOFT AZURE LICENSES,DEPARTMENT OF STATE (DOS),12041.62
349,CDW,2022-10-13,MICROSOFT LICENSES,DEPARTMENT OF STATE (DOS),18351.0
350,CDW,2022-10-13,MICROSOFT LICENSES,DEPARTMENT OF STATE (DOS),134.28
351,CDW,2022-10-13,MICROSOFT LICENSES,DEPARTMENT OF STATE (DOS),123068.16
352,CAH,2022-10-13,RADIOPHARMACEUTICALS,DEPARTMENT OF VETERANS AFFAIRS (VA),364265.93
353,CAH,2022-10-13,FY 23  DO RADIOPHARMACEUTICALS - NWI VAHCS 10/1/22 TO 9/30/23,DEPARTMENT OF VETERANS AFFAIRS (VA),459304.43
354,CAH,2022-10-13,IDIQ RADIOPHARMACEUTICAL FOR SIOUX FALL&FARGO,DEPARTMENT OF VETERANS AFFAIRS (VA),229706.67
355,AXON,2022-10-13,BODY WORN CAMERA LICENSES,DEPARTMENT OF HOMELAND SECURITY (DHS),9936.0
356,ABT,2022-10-13,LABORATORY REAGENTS,DEPARTMENT OF VETERANS AFFAIRS (VA),31446.1
357,ABT,2022-10-13,"CHEMISTRY/IMMUNOASSAY TESTING SERVICES FOR THE ALTOONA, BUTLER, AND WILMINGTON VAMCS",DEPARTMENT OF VETERANS AFFAIRS (VA),504465.84
358,ODP,2022-10-12,"BLOTTER,CALENDAR,2023",GENERAL SERVICES ADMINISTRATION (GSA),168.79
359,ODP,2022-10-12,"PAPER, XEROXGRAPHIC",GENERAL SERVICES ADMINISTRATION (GSA),97.1
360,ODP,2022-10-12,"7510 PUSH PINS,100/BX,SV",GENERAL SERVICES ADMINISTRATION (GSA),663.34
361,ODP,2022-10-12,"PEN,ROLLERBALL,7MM,BLACK",GENERAL SERVICES ADMINISTRATION (GSA),312.69
362,ODP,2022-10-12,"RULER,FLUSH,INCH,18"" ,SLVR",GENERAL SERVICES ADMINISTRATION (GSA),39.28
363,ODP,2022-10-12,"TRASH BAGS, CLEAR , 10GAL, BOX OF 250",GENERAL SERVICES ADMINISTRATION (GSA),992.4
364,ODP,2022-10-12,ASPEN COPY PAPER,GENERAL SERVICES ADMINISTRATION (GSA),188.04
365,ODP,2022-10-12,APPOINTMENT BOOK 2023,GENERAL SERVICES ADMINISTRATION (GSA),124.14
366,ECL,2022-10-12,"GLASS CLEANER: ECOLAB INC. P/N 11227 OASIS 255SF. AMMONIATED FORMULA IS EFFECTIVE ON GREASE, SMOKE FILM AND DRIED HAIR SPRAY. VOC COMPLIANT. TWO (2) AND ONE-HALF (2.5) GALLON BAG IN A BOX.",GENERAL SERVICES ADMINISTRATION (GSA),205.6
367,ECL,2022-10-12,"CLEANING COMPOUND, HARD SURFACE-FLOOR: ECOLAB INC., OASIS 115XP, P/N 10625. EXTRA STRENGTH, LIQUID, AMMONIATED FLOOR CLEANER FOR QUARRY TILE, CONCRETE & OTHER HARD SURFACES. UNIT OF ISSUE - BX. TWO & ONE-HALF GALLON BOX W/INTE- GRAL PL",GENERAL SERVICES ADMINISTRATION (GSA),115.44
368,ECL,2022-10-12,"CLEANER INDUSTRIAL, MULTI PURPOSE: CONCENTRATED, NON-ABRASIVE, MULTPURPOSE CLEANER/DEGREASER FOR FOOD SERVICE AND HOUSEKEEPING USE. FOR USE ON WALLS, FLOORS, COUNTERTOPS, CHROME FIXTURES, SHOEWER DOORS AND BATHTUBS. ONE (1) 2.5 GALLON CONTAINER.",GENERAL SERVICES ADMINISTRATION (GSA),454.9
369,ECL,2022-10-12,"MULTI-SURFACE SANITIZER AND CLEANER: CONCENTRATED GENERAL DISINFECTANT USED TO CLEAN AND DISINFECT FLOORS, WALLS, FINISHED WOODWORK, SINKS AND BATHROOM FIXTURES. EPA REGISTERED AND COMPLIES WITH COMMERCIAL ITEM DESCRIPTION A-A-60009, DISINFECTAN",GENERAL SERVICES ADMINISTRATION (GSA),1647.6
370,DNOW,2022-10-12,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),419.4
371,DNOW,2022-10-12,"FOLDER, FILE: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),84.6
372,DNOW,2022-10-12,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N B3P19A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES INKJET PRINT CARTRIDGE FOR USE WITH HP DESIGNJET T920, T930, T1500, T1530, T2500, T2530 PRINTERS AND ANY OTHER PRINTER THAT USE H",GENERAL SERVICES ADMINISTRATION (GSA),2825.68
373,DNOW,2022-10-12,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,GENERAL SERVICES ADMINISTRATION (GSA),71.9
374,DNOW,2022-10-12,"OEM HP HY TONER, CYAN, YLD 23K",GENERAL SERVICES ADMINISTRATION (GSA),1066.86
375,DNOW,2022-10-12,"OEM HP HY TONER, YELLOW, YLD 23K",GENERAL SERVICES ADMINISTRATION (GSA),711.24
376,DNOW,2022-10-12,"OEM HP HY TONER, MAGENTA, YLD 23K",GENERAL SERVICES ADMINISTRATION (GSA),711.24
377,DNOW,2022-10-12,"BOTTLE, TONER WASTE: ITEM NAME BOTTLE, TONER WASTE SPECIAL FEATURE FOR USE WITH XEROX PHASER 6600, WORK CENTRE 6605 AND 6655 SERIES YIELD 30,000 PAGES (PARTIAL DESCRIPTION)",GENERAL SERVICES ADMINISTRATION (GSA),26.24
378,DNOW,2022-10-12,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS. PRODUCT MADE IN THE USA.,GENERAL SERVICES ADMINISTRATION (GSA),46062.52
379,DNOW,2022-10-12,XEROX P/N 006R01513,GENERAL SERVICES ADMINISTRATION (GSA),1054.2
380,DNOW,2022-10-12,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),41.79
381,DNOW,2022-10-12,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),623.4
382,DNOW,2022-10-12,"CARTRIDGE,TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF226X (HP 26X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRO PRINTER SERIES M402, MFP M426 AND ANY OTHER PRINTER USING H",GENERAL SERVICES ADMINISTRATION (GSA),369.93
383,DNOW,2022-10-12,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),623.4
384,DNOW,2022-10-12,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP PN CE400AG (HP 507A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET ENTERPRISE 500 COLOR M551, PRINTERS AND ALL OTHERS THAT USE HP PN CE4",GENERAL SERVICES ADMINISTRATION (GSA),484.84
385,DNOW,2022-10-12,"TAPE, MEASURING: MATERIAL: STEEL BLADE, WITH PROTECTIVE MYLAR COATING, YELLOW IN COLOR, BLACK INDICATORS BLADE WIDTH: 1.25 INCH BLADE LENGTH: 25 FEET MEASURING GRADUATIONS: INCH AND FEET SMALLEST GRADUATION 1/16 INCH CASE: PLASTIC WITH RUBBER OV",GENERAL SERVICES ADMINISTRATION (GSA),196.7
386,DNOW,2022-10-12,"WRENCH, TORQUE: IAW SOCIETY OF AUTOMOTIVE ENGINEERS, AEROSPACE HAND TORQUE WRENCHES (MECHANICAL, IMPULSE) AS28431 REVISION A, DATED FEBRUARY 21, 2011. TYPE I: BI-DIRECTIONAL TORQUE WRENCH CLASS 2 RATCHET HEAD (PRECISE CLOCKWISE TORQUE) OVERALL L",GENERAL SERVICES ADMINISTRATION (GSA),414.81
387,DNOW,2022-10-12,"BLADE, KNIFE: OVERALL LENGTH: 2.328 INCHES; TOLERANCE: -.015, +.020 INCH BLADE THICKNESS: .025 INCH; TOLERANCE: .001 INCH FEATURES: UTILITY TYPE; TAPERED WITH POINTED ENDS; 3/4 INCH BLADE WIDTH (PARTIAL DESCRIPTION)",GENERAL SERVICES ADMINISTRATION (GSA),0.52
388,DNOW,2022-10-12,"PHOTOCONDUCTOR KIT, PRINTER: ITEM NAME PHOTOCONDUCTOR KIT, PRINTER I.A.W. LEXMARK P/N E260X42G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE PHOTOCONDUCTOR KIT CARTRIDGE FOR USE WITH LEXMARK COLOR LASER SERIES PRINTERS E260, E360, E460, E462,",GENERAL SERVICES ADMINISTRATION (GSA),493.6
389,DNOW,2022-10-12,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTI",GENERAL SERVICES ADMINISTRATION (GSA),30.18
390,DNOW,2022-10-12,"CARTRIDGE,INK",GENERAL SERVICES ADMINISTRATION (GSA),623.4
391,DNOW,2022-10-12,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",GENERAL SERVICES ADMINISTRATION (GSA),83.58
392,DNOW,2022-10-12,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 84C0HCG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 84C0HCG THIS IS A",GENERAL SERVICES ADMINISTRATION (GSA),2721.9
393,DFLI,2022-10-11,100AH 12V LITHIUM IRON PHOSPHATE DEEP CYCLE BATTERIES WITH INTERNAL HEATERS,DEPARTMENT OF AGRICULTURE (USDA),23914.8
394,TTEK,2022-10-09,WASH-FIN 2,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),3349087.26
395,T,2022-10-09,"ACTIVATE ONE (1) AT&T PLUM CASE, DATA UNLIMITED, UNTHROTTLED SERVICE IN SUPPORT OF DR4663-KY.",DEPARTMENT OF HOMELAND SECURITY (DHS),343.08
396,SCHL,2022-10-09,---------- COMMENTS: IT REQUEST STATUS: FALSE,DEPARTMENT OF STATE (DOS),24518.0
397,ROG,2022-10-09,ARBITRATION SERVICES,DEPARTMENT OF THE TREASURY (TREAS),0.0
398,PKI,2022-10-09,"GOLD SERVICE PLAN FOR PERKIN ELMER PINAACLE AAS900T, S/N PTCS19092302",ENVIRONMENTAL PROTECTION AGENCY (EPA),12644.0
399,ODP,2022-10-09,"BLOTTER,CALENDAR,2023",GENERAL SERVICES ADMINISTRATION (GSA),50.37
400,ODP,2022-10-09,"BLOTTER,CALENDAR,2023",GENERAL SERVICES ADMINISTRATION (GSA),26.99
401,ODP,2022-10-09,BINDER LOOSE LEAF,GENERAL SERVICES ADMINISTRATION (GSA),76.49
402,ODP,2022-10-09,SHARPIE ULTRA-FINE ASST 5,GENERAL SERVICES ADMINISTRATION (GSA),318.58
403,ODP,2022-10-09,"PAPER,OD,GRN TOP,11X17,5RM/CS",GENERAL SERVICES ADMINISTRATION (GSA),208.56
404,ODP,2022-10-09,TAPE DISPENSER,GENERAL SERVICES ADMINISTRATION (GSA),94.88
405,ODP,2022-10-09,"BLOTTER,CALENDAR,2023",GENERAL SERVICES ADMINISTRATION (GSA),22.46
406,ODP,2022-10-09,"INDEX MAKER, DIVIDERS, 5-TAB, 5 SET PACK",GENERAL SERVICES ADMINISTRATION (GSA),159.97
407,ODP,2022-10-09,MEMO BOOK,GENERAL SERVICES ADMINISTRATION (GSA),439.46
408,ODP,2022-10-09,"DINING SET, 3 PC",GENERAL SERVICES ADMINISTRATION (GSA),3630.9
409,ODP,2022-10-09,INK AND TONER,GENERAL SERVICES ADMINISTRATION (GSA),116.64
410,ODP,2022-10-09,FIELD DESK,GENERAL SERVICES ADMINISTRATION (GSA),112.14
411,ODP,2022-10-09,LAMINATING POUCH,GENERAL SERVICES ADMINISTRATION (GSA),222.03
412,ODP,2022-10-09,"PEN,GEL,RT,G2,FINE,BCA,DZ,BLK",GENERAL SERVICES ADMINISTRATION (GSA),994.33
413,ODP,2022-10-09,POST-IT NOTES,GENERAL SERVICES ADMINISTRATION (GSA),10.16
414,ODP,2022-10-09,DISINFECTING WIPES,GENERAL SERVICES ADMINISTRATION (GSA),297.46
415,ODP,2022-10-09,"ENVELOPE,INTRDEPT,28LB,9X12",GENERAL SERVICES ADMINISTRATION (GSA),43.34
416,ODP,2022-10-09,ASPEN COPY PAPER,GENERAL SERVICES ADMINISTRATION (GSA),534.48
417,ODP,2022-10-09,"CALENDAR,WALL, 2023,PK10",GENERAL SERVICES ADMINISTRATION (GSA),107.96
418,NVRO,2022-10-09,SPINAL SURGICAL PROCEDURE,DEPARTMENT OF VETERANS AFFAIRS (VA),44282.0
419,MCK,2022-10-09,EMERGENCY REQUIREMENT FOR PRESCRIPTION MEDICATION.,DEPARTMENT OF VETERANS AFFAIRS (VA),90137.25
420,JLL,2022-10-09,GLS PLUS TASK ORDER IN SUPPORT OF IMMIGRATION AND CUSTOMS ENFORCEMENT.,GENERAL SERVICES ADMINISTRATION (GSA),0.0
421,HPE,2022-10-09,RENAL MAINTENANCE,DEPARTMENT OF JUSTICE (DOJ),81119.46
422,HOLX,2022-10-09,"CYTOLOGY REAGENTS, SOLUTIONS AND SUPPLIES",DEPARTMENT OF VETERANS AFFAIRS (VA),64420.0
423,EXPR,2022-10-09,FY23 FEDEX REQUIREMENT,DEPARTMENT OF JUSTICE (DOJ),0.0
424,EXPR,2022-10-09,FY23 FEDEX REQUIREMENT,DEPARTMENT OF JUSTICE (DOJ),0.0
425,EXPR,2022-10-09,FY23 FEDEX REQUIREMENT,DEPARTMENT OF JUSTICE (DOJ),0.0
426,EXPR,2022-10-09,FY23 FEDEX REQUIREMENT,DEPARTMENT OF JUSTICE (DOJ),0.0
427,EW,2022-10-09,HEART VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
428,EW,2022-10-09,HEART VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
429,EW,2022-10-09,HEART VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
430,EW,2022-10-09,HEART VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),32500.0
431,EW,2022-10-09,AORTIC VALVE,DEPARTMENT OF VETERANS AFFAIRS (VA),10855.0
432,ECL,2022-10-09,"DETERGENT, LAUNDRY; SOLID SURGE PLUS; ECOLAB PN 6117905 OR EQUAL. ONE-SHOT LAUNDRY DETERGENT COMBINING ALKALINITY, WATER CONDITIONERS, A WETTING AGENT, FRAGRANCE AND FABRIC BRIGHTENER. FOR USE WITH HASPOLITALITY AND HEALTHCARE LINENS. COMPATIABL",GENERAL SERVICES ADMINISTRATION (GSA),1153.7
433,ECL,2022-10-09,"ECOLAB PN: 10364. DISH WASHING MACHINGE PRESOAK DETERGENT, ALKALINE BOOSTED DESIGNED FOR ALL WATER TYPES. IDEAL FOR USE ON HEAVY PROTEIN SOILS, INCLUDING EGGS AND GRAVY. FEATURING GEOFUSION TECHNOLOGY, FEATURING TITREX-7 CREATING SHAPE-CODED NON",GENERAL SERVICES ADMINISTRATION (GSA),670.7
