,Ticker,OTC_Short,OTC_Total,DPI,Date
3457,DCOM,11062,17368,0.6369184708,2022-10-19
3458,IMKTA,8162,17367,0.4699717856,2022-10-19
3459,WISA,10972,17364,0.6318820548,2022-10-19
3460,MTBC,13222,17357,0.7617675866,2022-10-19
3461,ENOB,12666,17305,0.7319271887,2022-10-19
3462,OSBC,11430,17294,0.6609228634,2022-10-19
3463,ADXS,2365,17199,0.1375079947,2022-10-19
3464,TR,8219,17179,0.4784329705,2022-10-19
3465,IBTX,11213,17177,0.6527915235,2022-10-19
3466,GNSS,12226,17160,0.7124708625,2022-10-19
3467,LND,11938,17110,0.6977206312,2022-10-19
3468,YORW,10577,17104,0.6183933583,2022-10-19
3469,MFIN,8031,17064,0.4706399437,2022-10-19
3470,FFIC,10684,16986,0.6289885788,2022-10-19
3471,FAM,4684,16976,0.2759189444,2022-10-19
3472,CANF,3200,16953,0.1887571521,2022-10-19
3473,NMI,5327,16933,0.3145928069,2022-10-19
3474,LMAT,10718,16874,0.6351783809,2022-10-19
3475,PAYS,3900,16850,0.2314540059,2022-10-19
3476,VTHR,12918,16830,0.7675579323,2022-10-19
3477,AEF,6698,16818,0.398263765,2022-10-19
3478,CTS,10180,16788,0.6063855135,2022-10-19
3479,PULM,5858,16751,0.349710465,2022-10-19
3480,MCBC,1623,16736,0.0969765774,2022-10-19
3481,ICAD,7475,16732,0.4467487449,2022-10-19
3482,SPXX,8316,16710,0.4976660682,2022-10-19
3483,VVPR,1681,16708,0.100610486,2022-10-19
3484,DOOO,7311,16567,0.4412989678,2022-10-19
3485,WIA,4344,16565,0.2622396619,2022-10-19
3486,AIHS,3345,16530,0.2023593466,2022-10-19
3487,WSBF,10413,16524,0.6301742919,2022-10-19
3488,ZYXI,11418,16513,0.6914552171,2022-10-19
3489,FFNW,1747,16434,0.1063040039,2022-10-19
3490,PNTG,8108,16416,0.4939083821,2022-10-19
3491,GPP,4035,16383,0.2462918879,2022-10-19
3492,GIB,9528,16337,0.5832160127,2022-10-19
3493,FLL,2461,16334,0.1506673197,2022-10-19
3494,IAE,4291,16327,0.262816194,2022-10-19
3495,UONEK,3609,16306,0.2213295719,2022-10-19
3496,BRT,7269,16271,0.446745744,2022-10-19
3497,ADRA,2258,16259,0.1388769297,2022-10-19
3498,SCSC,8698,16257,0.5350310635,2022-10-19
3499,STKS,3570,16234,0.2199088333,2022-10-19
3500,AMBO,3016,16218,0.1859662104,2022-10-19
3501,RETO,9280,16158,0.574328506,2022-10-19
3502,PTE,2769,16110,0.1718808194,2022-10-19
3503,HYZD,6707,16106,0.4164286601,2022-10-19
3504,CAAP,5330,16087,0.3313234289,2022-10-19
3505,BSL,5512,15965,0.3452552459,2022-10-19
3506,TSQ,11673,15883,0.7349367248,2022-10-19
3507,BME,7216,15867,0.4547803618,2022-10-19
3508,UVV,10470,15829,0.6614441847,2022-10-19
3509,CHE,9314,15828,0.5884508466,2022-10-19
3510,RENN,8024,15828,0.5069497094,2022-10-19
3511,ESEA,11541,15820,0.7295195954,2022-10-19
3512,NSL,4961,15819,0.3136102156,2022-10-19
3513,BTO,7689,15672,0.4906202144,2022-10-19
3514,FBMS,9961,15663,0.6359573517,2022-10-19
3515,AMSF,6836,15574,0.4389366894,2022-10-19
3516,ITP,3732,15543,0.2401080872,2022-10-19
3517,ARDC,10958,15528,0.7056929418,2022-10-19
3518,IBP,10400,15527,0.6698009918,2022-10-19
3519,CBL,4317,15471,0.2790382005,2022-10-19
3520,MHN,6657,15449,0.4309016765,2022-10-19
3521,VTWV,4833,15416,0.3135054489,2022-10-19
3522,EQBK,13002,15414,0.8435188789,2022-10-19
3523,CVGW,4416,15362,0.28746257,2022-10-19
3524,DXYN,124,15354,0.0080760714,2022-10-19
3525,ANIK,10854,15339,0.7076080579,2022-10-19
3526,EDF,3797,15277,0.2485435622,2022-10-19
3527,TRIB,3170,15224,0.2082238571,2022-10-19
3528,NTGR,8455,15176,0.5571296784,2022-10-19
3529,RMTI,9517,15170,0.6273566249,2022-10-19
3530,BANX,3997,15131,0.2641596722,2022-10-19
3531,YOLO,5102,15120,0.3374338624,2022-10-19
3532,FNX,826,15099,0.0547056096,2022-10-19
3533,STRM,8756,15096,0.5800211977,2022-10-19
3534,CNTY,6467,15095,0.4284200066,2022-10-19
3535,ULH,6223,15063,0.4131315143,2022-10-19
3536,MXF,10888,15012,0.7252864375,2022-10-19
3537,BSIG,8768,15012,0.5840660805,2022-10-19
3538,BNFT,8513,14984,0.5681393486,2022-10-19
3539,MCRI,8326,14981,0.5557706428,2022-10-19
3540,PFBC,8712,14966,0.5821194708,2022-10-19
3541,FYC,2707,14931,0.1813006497,2022-10-19
3542,USNA,9546,14926,0.6395551387,2022-10-19
3543,FTXH,9816,14887,0.6593672332,2022-10-19
3544,NSPR,314,14864,0.0211248654,2022-10-19
3545,JRSH,2041,14855,0.1373948166,2022-10-19
3546,PTN,3032,14854,0.2041201023,2022-10-19
3547,XIN,769,14821,0.0518858377,2022-10-19
3548,AXAS,8600,14785,0.5816706121,2022-10-19
3549,SCD,4851,14779,0.3282360106,2022-10-19
3550,TSI,7926,14686,0.5396976713,2022-10-19
3551,PDS,9632,14662,0.6569362979,2022-10-19
3552,EFL,865,14631,0.0591210444,2022-10-19
3553,FFA,5664,14568,0.3887973641,2022-10-19
3554,IX,7836,14556,0.5383347073,2022-10-19
3555,SGU,5367,14547,0.3689420499,2022-10-19
3556,HALL,6062,14536,0.4170335718,2022-10-19
3557,KZIA,1145,14431,0.0793430809,2022-10-19
3558,AMWD,11586,14422,0.8033559839,2022-10-19
3559,XBIT,9622,14416,0.6674528302,2022-10-19
3560,PSTL,9530,14408,0.66143809,2022-10-19
3561,BGX,4668,14330,0.3257501745,2022-10-19
3562,APOG,8538,14291,0.5974389476,2022-10-19
3563,AKTX,8283,14284,0.5798795856,2022-10-19
3564,KRUS,9065,14240,0.6365870787,2022-10-19
3565,MOGU,8883,14176,0.6266224605,2022-10-19
3566,MYRG,9889,14170,0.6978828511,2022-10-19
3567,PKE,9599,14159,0.6779433576,2022-10-19
3568,FBNC,6071,14109,0.430292721,2022-10-19
3569,LXFR,5839,14103,0.4140253847,2022-10-19
3570,CHRA,7035,14046,0.5008543358,2022-10-19
3571,MEI,11094,14046,0.7898334045,2022-10-19
3572,SGC,7767,14038,0.5532839436,2022-10-19
3573,PSF,3757,13956,0.2692032101,2022-10-19
3574,CRT,6672,13943,0.4785196873,2022-10-19
3575,LNDC,7138,13943,0.511941476,2022-10-19
3576,EBF,8131,13940,0.5832855093,2022-10-19
3577,AGZD,4405,13926,0.3163148068,2022-10-19
3578,APT,8082,13919,0.5806451613,2022-10-19
3579,PKW,6691,13910,0.4810208483,2022-10-19
3580,UHAL,11012,13904,0.7920023015,2022-10-19
3581,TGLS,5716,13864,0.4122908252,2022-10-19
3582,KMDA,12109,13781,0.878673536,2022-10-19
3583,UIHC,5600,13772,0.4066221319,2022-10-19
3584,DUSA,8740,13707,0.6376304078,2022-10-19
3585,FTEK,1258,13700,0.0918248175,2022-10-19
3586,KBWY,5485,13688,0.4007159556,2022-10-19
3587,NGVC,11413,13631,0.8372826645,2022-10-19
3588,IFN,8768,13610,0.6442321822,2022-10-19
3589,IFS,7014,13607,0.5154699787,2022-10-19
3590,NX,7048,13605,0.5180448365,2022-10-19
3591,PNI,3234,13581,0.2381267948,2022-10-19
3592,VMD,4093,13547,0.3021333136,2022-10-19
3593,MNP,10301,13541,0.7607266819,2022-10-19
3594,DINT,3045,13533,0.225005542,2022-10-19
3595,HOFT,5662,13507,0.4191900496,2022-10-19
3596,SP,8233,13500,0.6098518519,2022-10-19
3597,KF,9100,13480,0.675074184,2022-10-19
3598,MSA,6455,13459,0.4796047255,2022-10-19
3599,USM,8095,13455,0.6016350799,2022-10-19
3600,FDUS,9567,13433,0.7122012953,2022-10-19
3601,STBA,10982,13399,0.819613404,2022-10-19
3602,GABC,7099,13374,0.5308060416,2022-10-19
3603,VTVT,3937,13352,0.2948621929,2022-10-19
3604,CPIX,194,13351,0.0145307468,2022-10-19
3605,NFBK,8895,13351,0.666242229,2022-10-19
3606,CBH,7109,13305,0.5343104096,2022-10-19
3607,LNN,10135,13304,0.7618009621,2022-10-19
3608,OXBR,9087,13292,0.6836442973,2022-10-19
3609,CVCY,6103,13259,0.460291123,2022-10-19
3610,CDL,5675,13243,0.4285282791,2022-10-19
3611,BKCH,6625,13224,0.5009830611,2022-10-19
3612,HLIO,4445,13216,0.3363347458,2022-10-19
3613,UUU,6924,13199,0.5245851958,2022-10-19
3614,AMSWA,5298,13166,0.4024001215,2022-10-19
3615,RAIL,3106,13143,0.2363235182,2022-10-19
3616,CXH,280,13143,0.0213041163,2022-10-19
3617,BFST,5517,13130,0.4201827875,2022-10-19
3618,BSQR,5691,13123,0.4336660825,2022-10-19
3619,CSSE,4161,13122,0.3171010517,2022-10-19
3620,QCRH,4923,13107,0.375600824,2022-10-19
3621,ALIM,3739,13083,0.2857907208,2022-10-19
3622,OLP,7374,13034,0.5657511125,2022-10-19
3623,STRA,7362,12987,0.5668745669,2022-10-19
3624,BSET,4567,12924,0.3533735686,2022-10-19
3625,ARTL,5937,12906,0.460018596,2022-10-19
3626,BCBP,8988,12905,0.6964742348,2022-10-19
3627,CREX,8297,12901,0.6431284397,2022-10-19
3628,ASUR,6647,12892,0.5155910642,2022-10-19
3629,CLW,7247,12880,0.5626552795,2022-10-19
3630,ASPU,5724,12871,0.4447206899,2022-10-19
3631,DYAI,5753,12867,0.4471127691,2022-10-19
3632,BGRN,807,12864,0.062733209,2022-10-19
3633,FAD,12212,12835,0.9514608492,2022-10-19
3634,FPAY,8716,12833,0.6791864724,2022-10-19
3635,AVGR,7020,12774,0.5495537811,2022-10-19
3636,IRS,4923,12760,0.385815047,2022-10-19
3637,HSII,5742,12749,0.4503882657,2022-10-19
3638,MORN,9238,12677,0.7287213063,2022-10-19
3639,PEO,7889,12652,0.6235377806,2022-10-19
3640,DGRS,1551,12640,0.1227056962,2022-10-19
3641,TBI,8373,12629,0.6629978621,2022-10-19
3642,CCLP,5360,12624,0.4245880862,2022-10-19
3643,LEGH,6818,12601,0.5410681692,2022-10-19
3644,IFV,2780,12599,0.2206524327,2022-10-19
3645,DOGZ,6001,12543,0.4784341864,2022-10-19
3646,RMI,2722,12473,0.2182313798,2022-10-19
3647,MSBI,8974,12469,0.7197048681,2022-10-19
3648,ECF,3994,12456,0.3206486834,2022-10-19
3649,JSD,8133,12444,0.6535679846,2022-10-19
3650,WRN,2213,12421,0.1781660092,2022-10-19
3651,LOAN,2056,12399,0.1658198242,2022-10-19
3652,FTXL,11553,12346,0.93576867,2022-10-19
3653,OCN,6525,12331,0.5291541643,2022-10-19
3654,KOP,4419,12282,0.3597948217,2022-10-19
3655,EKSO,4624,12225,0.3782413088,2022-10-19
3656,WINA,2709,12221,0.2216676213,2022-10-19
3657,DZSI,7685,12205,0.6296599754,2022-10-19
3658,JFIN,7399,12099,0.6115381436,2022-10-19
3659,PGP,1758,11981,0.1467323262,2022-10-19
3660,NHC,7082,11977,0.5912999917,2022-10-19
3661,ACHV,3335,11962,0.2787995319,2022-10-19
3662,IHT,1045,11951,0.0874403816,2022-10-19
3663,LYTS,2427,11922,0.203573226,2022-10-19
3664,FMAO,7079,11912,0.594274681,2022-10-19
3665,RBCN,5006,11899,0.4207076225,2022-10-19
3666,TESS,1293,11879,0.1088475461,2022-10-19
3667,ONCS,252,11806,0.0213450788,2022-10-19
3668,SCM,5405,11736,0.4605487389,2022-10-19
3669,DMAC,8043,11728,0.6857946794,2022-10-19
3670,IGA,3918,11689,0.3351869279,2022-10-19
3671,STN,3419,11664,0.2931241427,2022-10-19
3672,KIQ,1047,11648,0.0898866758,2022-10-19
3673,FLIC,5867,11646,0.5037781212,2022-10-19
3674,WTS,6739,11636,0.579150911,2022-10-19
3675,CPK,6121,11624,0.5265829319,2022-10-19
3676,DMO,4750,11621,0.4087427932,2022-10-19
3677,CIA,7353,11611,0.6332787874,2022-10-19
3678,PTSI,5406,11605,0.4658336924,2022-10-19
3679,INTT,2480,11570,0.2143474503,2022-10-19
3680,ATEX,6023,11481,0.5246058706,2022-10-19
3681,AIRR,6361,11384,0.5587666901,2022-10-19
3682,KOSS,3060,11375,0.269010989,2022-10-19
3683,BCOR,7572,11348,0.6672541417,2022-10-19
3684,RICK,5231,11341,0.4612468036,2022-10-19
3685,NRC,4139,11284,0.3668025523,2022-10-19
3686,CORR,1405,11276,0.1246009223,2022-10-19
3687,STK,4930,11245,0.4384170743,2022-10-19
3688,EEX,5281,11212,0.4710132001,2022-10-19
3689,APRE,2309,11200,0.2061607143,2022-10-19
3690,FTXO,6086,11185,0.5441215914,2022-10-19
3691,JCTCF,8761,11179,0.7837015833,2022-10-19
3692,CCBG,2625,11166,0.235088662,2022-10-19
3693,UAE,274,11106,0.0246713488,2022-10-19
3694,AMK,6627,11086,0.597780985,2022-10-19
3695,UFCS,3073,11066,0.2776974517,2022-10-19
3696,PESI,4270,11059,0.3861108599,2022-10-19
3697,SMIT,736,11056,0.0665701881,2022-10-19
3698,GRID,3082,11054,0.2788130993,2022-10-19
3699,WHF,4797,11052,0.4340390879,2022-10-19
3700,FORR,5081,11024,0.4609034833,2022-10-19
3701,ESGR,6378,10980,0.5808743169,2022-10-19
3702,KFRC,4799,10976,0.4372266764,2022-10-19
3703,BIS,1400,10955,0.1277955272,2022-10-19
3704,IPAR,7775,10900,0.7133027523,2022-10-19
3705,ERH,6344,10850,0.5847004608,2022-10-19
3706,LTBR,2459,10813,0.2274114492,2022-10-19
3707,MNSB,1090,10798,0.1009446194,2022-10-19
3708,AMOT,7154,10786,0.6632671982,2022-10-19
3709,LUNA,3421,10785,0.3171998146,2022-10-19
3710,DAO,5770,10748,0.536844064,2022-10-19
3711,USMC,7914,10709,0.7390045756,2022-10-19
3712,EMF,2075,10681,0.1942701994,2022-10-19
3713,PTF,9612,10627,0.9044885669,2022-10-19
3714,VTSI,5987,10554,0.5672730718,2022-10-19
3715,VLT,3782,10554,0.358347546,2022-10-19
3716,UTL,5517,10525,0.5241805226,2022-10-19
3717,SOHU,5542,10502,0.5277090078,2022-10-19
3718,SMP,6836,10497,0.6512336858,2022-10-19
3719,RNGR,1223,10451,0.1170222945,2022-10-19
3720,IBCP,5108,10450,0.4888038278,2022-10-19
3721,HSTM,6158,10447,0.5894515172,2022-10-19
3722,CENTA,6868,10420,0.6591170825,2022-10-19
3723,HFFG,8251,10410,0.7926032661,2022-10-19
3724,NBRV,2180,10341,0.2108113335,2022-10-19
3725,SNSR,2993,10268,0.2914881184,2022-10-19
3726,BFS,3959,10262,0.3857922432,2022-10-19
3727,CTBI,7647,10261,0.7452490011,2022-10-19
3728,JOUT,5808,10259,0.5661370504,2022-10-19
3729,ICD,6919,10257,0.6745637126,2022-10-19
3730,HEQ,927,10235,0.0905715681,2022-10-19
3731,RCKY,5150,10222,0.5038153003,2022-10-19
3732,COE,1079,10166,0.1061381074,2022-10-19
3733,GAM,3920,10146,0.3863591563,2022-10-19
3734,VIRC,3083,10145,0.3038935436,2022-10-19
3735,GNFT,4270,10137,0.4212291605,2022-10-19
3736,CVU,4718,10112,0.4665743671,2022-10-19
3737,EGAN,2218,10108,0.2194301543,2022-10-19
3738,HUIZ,3455,10096,0.3422147385,2022-10-19
3739,ARAV,1021,10082,0.1012695894,2022-10-19
3740,DGICA,3383,10037,0.3370529043,2022-10-19
3741,PCM,3368,10022,0.3360606665,2022-10-19
3742,PSMT,5560,9997,0.5561668501,2022-10-19
3743,FEX,4604,9988,0.4609531438,2022-10-19
3744,OSIS,5921,9950,0.5950753769,2022-10-19
3745,RFDI,3068,9947,0.3084347039,2022-10-19
3746,IOSP,6604,9942,0.6642526655,2022-10-19
3747,HTBI,1969,9941,0.1980686048,2022-10-19
3748,SGBX,1434,9886,0.1450536112,2022-10-19
3749,ALG,3949,9886,0.399453773,2022-10-19
3750,ZDGE,5615,9882,0.5682048168,2022-10-19
3751,JJSF,4226,9837,0.4296025211,2022-10-19
3752,SGA,338,9831,0.0343810396,2022-10-19
3753,PVAL,7406,9829,0.7534845864,2022-10-19
3754,BWG,1687,9809,0.1719849118,2022-10-19
3755,CYBE,6774,9777,0.6928505677,2022-10-19
3756,VRTS,5388,9756,0.5522755228,2022-10-19
3757,JEQ,4132,9736,0.4244042728,2022-10-19
3758,ERIE,6687,9687,0.6903065965,2022-10-19
3759,MRCC,3258,9666,0.3370577281,2022-10-19
3760,BTA,1771,9663,0.1832764152,2022-10-19
3761,EDUC,9129,9655,0.9455204557,2022-10-19
3762,SELF,1491,9651,0.1544917625,2022-10-19
3763,BCML,5955,9639,0.6178026766,2022-10-19
3764,RGT,2822,9632,0.2929817276,2022-10-19
3765,INVE,4991,9618,0.518922853,2022-10-19
3766,FCO,7131,9609,0.7421167655,2022-10-19
3767,IEUS,6438,9576,0.6723057644,2022-10-19
3768,SMLP,5642,9563,0.5899822232,2022-10-19
3769,EFSC,5623,9560,0.5881799163,2022-10-19
3770,EDAP,1599,9518,0.1679974785,2022-10-19
3771,IDE,1860,9515,0.1954808198,2022-10-19
3772,CSTR,3371,9488,0.3552908938,2022-10-19
3773,CHN,9208,9480,0.9713080169,2022-10-19
3774,LGI,5849,9476,0.6172435627,2022-10-19
3775,HLAL,7403,9464,0.782227388,2022-10-19
3776,POWL,2648,9463,0.2798266934,2022-10-19
3777,DXPE,3777,9452,0.3995979687,2022-10-19
3778,PYN,4350,9450,0.4603174603,2022-10-19
3779,ALRS,8565,9431,0.908175167,2022-10-19
3780,UHT,6025,9411,0.6402082669,2022-10-19
3781,IGI,1252,9410,0.1330499469,2022-10-19
3782,USX,4462,9373,0.4760482236,2022-10-19
3783,PRFZ,6072,9360,0.6487179487,2022-10-19
3784,VVI,4214,9352,0.4505988024,2022-10-19
3785,KE,3124,9351,0.3340819164,2022-10-19
3786,DYNT,8441,9349,0.9028773131,2022-10-19
3787,MGEE,3952,9345,0.4228999465,2022-10-19
3788,MEC,1818,9339,0.1946675233,2022-10-19
3789,MCHX,1047,9330,0.1122186495,2022-10-19
3790,MBIN,6174,9307,0.6633716557,2022-10-19
3791,NMT,2501,9244,0.2705538728,2022-10-19
3792,NGS,1462,9143,0.1599037515,2022-10-19
3793,RFL,1228,9142,0.134325093,2022-10-19
3794,NEON,5493,9079,0.6050225796,2022-10-19
3795,NBH,2821,9078,0.3107512668,2022-10-19
3796,GLU,2724,9044,0.3011941619,2022-10-19
3797,CJJD,1739,9025,0.1926869806,2022-10-19
3798,PGC,4405,8988,0.4900979083,2022-10-19
3799,OVBC,811,8977,0.0903419851,2022-10-19
3800,CCNE,5396,8959,0.6022993638,2022-10-19
3801,TRT,259,8957,0.0289159317,2022-10-19
3802,SMHI,2453,8927,0.274784362,2022-10-19
3803,UVSP,5981,8889,0.6728540893,2022-10-19
3804,ATNI,3790,8868,0.4273793415,2022-10-19
3805,FKU,286,8862,0.0322726247,2022-10-19
3806,BKTI,306,8847,0.0345879959,2022-10-19
3807,YTRA,3587,8836,0.4059529199,2022-10-19
3808,MESO,3643,8833,0.4124306578,2022-10-19
3809,CIR,5805,8821,0.6580886521,2022-10-19
3810,UEIC,3746,8803,0.4255367488,2022-10-19
3811,PKOH,3405,8777,0.3879457673,2022-10-19
3812,FET,2413,8716,0.2768471776,2022-10-19
3813,APVO,1277,8704,0.1467141544,2022-10-19
3814,SHBI,3403,8700,0.3911494253,2022-10-19
3815,SDG,5806,8678,0.6690481678,2022-10-19
3816,PINE,2906,8675,0.3349855908,2022-10-19
3817,MYO,3048,8662,0.3518817825,2022-10-19
3818,CVEO,4963,8641,0.57435482,2022-10-19
3819,EEA,1623,8638,0.1878907154,2022-10-19
3820,CHUY,6441,8632,0.7461770158,2022-10-19
3821,IESC,4529,8616,0.5256499536,2022-10-19
3822,USPH,5045,8537,0.5909570107,2022-10-19
3823,NKG,3568,8460,0.421749409,2022-10-19
3824,JAN,4670,8442,0.5531864487,2022-10-19
3825,CFA,3379,8438,0.4004503437,2022-10-19
3826,CVCO,6706,8406,0.7977635023,2022-10-19
3827,FSV,4936,8404,0.5873393622,2022-10-19
3828,TZOO,906,8398,0.1078828292,2022-10-19
3829,BIOL,1969,8372,0.2351887243,2022-10-19
3830,HWKN,4562,8349,0.546412744,2022-10-19
3831,MNDO,439,8343,0.052618962,2022-10-19
3832,CEM,5033,8282,0.6077034533,2022-10-19
3833,BY,5079,8268,0.6142960813,2022-10-19
3834,ORGS,4469,8255,0.5413688674,2022-10-19
3835,MPB,4847,8229,0.5890144611,2022-10-19
3836,NNI,6343,8215,0.7721241631,2022-10-19
3837,HTY,1486,8164,0.1820186183,2022-10-19
3838,FDEU,3228,8148,0.3961708395,2022-10-19
3839,CASS,5024,8112,0.6193293886,2022-10-19
3840,CWBR,4143,8102,0.5113552209,2022-10-19
3841,AVNW,2716,8082,0.3360554318,2022-10-19
3842,SLNO,1582,8069,0.1960589912,2022-10-19
3843,ICFI,5243,8038,0.6522766857,2022-10-19
3844,ALTY,1800,8018,0.2244948865,2022-10-19
3845,MKL,4386,7978,0.5497618451,2022-10-19
3846,SRCE,4202,7960,0.5278894472,2022-10-19
3847,PAC,5302,7911,0.6702060422,2022-10-19
3848,FONR,2940,7890,0.3726235741,2022-10-19
3849,MSD,3623,7874,0.4601219202,2022-10-19
3850,OPY,2474,7873,0.3142385368,2022-10-19
3851,MCBS,3747,7858,0.4768388903,2022-10-19
3852,LMB,4110,7847,0.5237670447,2022-10-19
3853,VIOT,3394,7837,0.4330738803,2022-10-19
3854,BWEN,4866,7804,0.6235263967,2022-10-19
3855,COHN,3873,7784,0.4975590956,2022-10-19
3856,TACT,175,7723,0.0226595882,2022-10-19
3857,ARKR,2526,7723,0.3270749709,2022-10-19
3858,FSBC,1987,7703,0.2579514475,2022-10-19
3859,ENZ,4397,7689,0.571855898,2022-10-19
3860,SPFI,5298,7608,0.6963722397,2022-10-19
3861,MNOV,4326,7605,0.5688362919,2022-10-19
3862,TRC,3641,7500,0.4854666667,2022-10-19
3863,CALA,4117,7487,0.5498864699,2022-10-19
3864,CACG,2776,7467,0.3717691175,2022-10-19
3865,BSRR,1622,7457,0.2175137455,2022-10-19
3866,MCI,2605,7454,0.349476791,2022-10-19
3867,JILL,3184,7405,0.4299797434,2022-10-19
3868,GALT,3788,7401,0.5118227267,2022-10-19
3869,ECOW,6227,7359,0.846174752,2022-10-19
3870,INBK,2634,7356,0.3580750408,2022-10-19
3871,PME,155,7349,0.0210913049,2022-10-19
3872,TAYD,2358,7316,0.3223072717,2022-10-19
3873,NVEE,5648,7288,0.7749725576,2022-10-19
3874,ATAX,5450,7284,0.7482152663,2022-10-19
3875,HNW,2665,7281,0.3660211509,2022-10-19
3876,ICMB,1770,7247,0.2442389954,2022-10-19
3877,SYBT,4319,7242,0.5963822149,2022-10-19
3878,SXI,3934,7229,0.5441969844,2022-10-19
3879,PTMN,3064,7212,0.4248474764,2022-10-19
3880,NBO,6106,7207,0.8472318579,2022-10-19
3881,KAI,4868,7186,0.6774283329,2022-10-19
3882,IDN,5120,7184,0.7126948775,2022-10-19
3883,TCX,6639,7171,0.9258122995,2022-10-19
3884,BWB,5994,7151,0.8382044469,2022-10-19
3885,TTP,2801,7147,0.3919126906,2022-10-19
3886,TWN,2507,7141,0.3510712785,2022-10-19
3887,VLGEA,1910,7121,0.2682207555,2022-10-19
3888,GEOS,2867,7072,0.4054015837,2022-10-19
3889,RM,4070,7051,0.5772230889,2022-10-19
3890,BIOC,1738,7003,0.2481793517,2022-10-19
3891,INDY,2243,6985,0.3211166786,2022-10-19
3892,TBNK,4576,6976,0.6559633028,2022-10-19
3893,MBWM,2888,6970,0.4143472023,2022-10-19
3894,TCBK,3526,6967,0.5061001866,2022-10-19
3895,PLM,2522,6965,0.3620961953,2022-10-19
3896,FEMB,100,6955,0.0143781452,2022-10-19
3897,FRGI,2157,6925,0.3114801444,2022-10-19
3898,AIRI,509,6873,0.0740579078,2022-10-19
3899,BCPC,4462,6856,0.6508168028,2022-10-19
3900,NIQ,401,6804,0.05893592,2022-10-19
3901,ANVS,3553,6786,0.5235779546,2022-10-19
3902,OPBK,3715,6773,0.5485014026,2022-10-19
3903,ORN,4549,6766,0.6723322495,2022-10-19
3904,GLRE,3322,6764,0.4911295092,2022-10-19
3905,KBWR,5461,6730,0.8114413076,2022-10-19
3906,ALLT,1472,6725,0.2188847584,2022-10-19
3907,JHS,3004,6717,0.4472234629,2022-10-19
3908,KRMA,4726,6659,0.7097161736,2022-10-19
3909,NTG,3755,6630,0.5663650075,2022-10-19
3910,ASR,4343,6596,0.6584293511,2022-10-19
3911,FBZ,3108,6595,0.4712661107,2022-10-19
3912,FAT,1692,6573,0.2574167047,2022-10-19
3913,CNXN,2394,6568,0.3644945189,2022-10-19
3914,IPHA,4776,6566,0.7273834907,2022-10-19
3915,AMTB,4440,6542,0.6786915316,2022-10-19
3916,AROW,1450,6536,0.2218482252,2022-10-19
3917,KRKR,2185,6522,0.3350199325,2022-10-19
3918,UG,4444,6483,0.6854851149,2022-10-19
3919,PFSW,2023,6466,0.3128673059,2022-10-19
3920,SDPI,1487,6450,0.2305426357,2022-10-19
3921,PHCF,1421,6425,0.2211673152,2022-10-19
3922,GSBC,4475,6421,0.6969319421,2022-10-19
3923,UI,4439,6408,0.6927278402,2022-10-19
3924,ESLT,4348,6403,0.6790566922,2022-10-19
3925,FLC,3473,6399,0.5427410533,2022-10-19
3926,OMEX,1562,6392,0.2443679599,2022-10-19
3927,MGU,4827,6385,0.755990603,2022-10-19
3928,JPT,3350,6356,0.5270610447,2022-10-19
3929,XPL,1269,6346,0.1999684841,2022-10-19
3930,IHTA,1659,6327,0.262209578,2022-10-19
3931,INSI,1268,6322,0.2005694401,2022-10-19
3932,ESE,4410,6317,0.6981161944,2022-10-19
3933,PBFS,1593,6273,0.2539454806,2022-10-19
3934,OFS,2737,6254,0.4376399105,2022-10-19
3935,FTXR,774,6240,0.1240384615,2022-10-19
3936,QQXT,659,6215,0.1060337892,2022-10-19
3937,BTN,629,6211,0.1012719369,2022-10-19
3938,PGZ,2162,6208,0.3482603093,2022-10-19
3939,CAF,2814,6188,0.4547511312,2022-10-19
3940,THFF,2550,6163,0.4137595327,2022-10-19
3941,NTZ,3559,6107,0.5827738661,2022-10-19
3942,ROBT,3199,6069,0.5271049596,2022-10-19
3943,ISTR,403,6047,0.0666446172,2022-10-19
3944,ARMP,2752,6036,0.4559310802,2022-10-19
3945,WASH,3061,6029,0.5077127218,2022-10-19
3946,NL,1384,6006,0.2304362304,2022-10-19
3947,MPAA,1733,6003,0.2886889888,2022-10-19
3948,WMC,398,5994,0.0663997331,2022-10-19
3949,EWZS,4224,5984,0.7058823529,2022-10-19
3950,ATLC,1672,5983,0.2794584657,2022-10-19
3951,HY,3004,5954,0.5045347665,2022-10-19
3952,NEU,2877,5912,0.4866373478,2022-10-19
3953,RBB,1313,5895,0.2227311281,2022-10-19
3954,EXD,1010,5891,0.1714479715,2022-10-19
3955,CODA,1406,5846,0.2405063291,2022-10-19
3956,BBH,2447,5844,0.4187200548,2022-10-19
3957,EVOK,3289,5840,0.5631849315,2022-10-19
3958,DTEA,1829,5833,0.3135607749,2022-10-19
3959,GCV,2147,5831,0.3682044246,2022-10-19
3960,EVI,2489,5802,0.4289900034,2022-10-19
3961,IUSS,4878,5780,0.8439446367,2022-10-19
3962,FARM,1883,5780,0.3257785467,2022-10-19
3963,SMMF,422,5724,0.0737246681,2022-10-19
3964,PLBC,3173,5723,0.554429495,2022-10-19
3965,PNF,123,5715,0.0215223097,2022-10-19
3966,REFR,1170,5665,0.2065313327,2022-10-19
